asv,gpu_vs_pipe_top20_overlap,gpu_top1_in_pipeline_top20,gpu_top1_is_pipeline_top1,prefilter_missed_top20_hits,pipeline_hits_outside_gpu_top500,gpu_best_score,pipeline_best_score
08fe91d1fc29f781441a80383cb6644a,20,True,True,0,0,735.0,735.0
09116b7e2b89e63e7af83a0a9f8c5371,20,True,True,0,0,728.0,728.0
092a1e06d547999a906e5d843b2d57e7,20,True,True,0,0,744.0,744.0
092ab99df8cd76432d44a186cbced262,20,True,True,0,0,688.0,688.0
09304de7bcdde93714df6d4800a79b4d,20,True,True,0,0,750.0,750.0
09383f3babfd32418e7ba07634680e12,20,True,True,0,0,744.0,744.0
0945c17acd293a5bc6d625db7f51d0ea,20,True,True,0,0,731.0,731.0
094e43a918ebb6f77d4644cc89b65a3e,20,True,True,0,0,570.0,570.0
09524b82b18b3d05eab6a0c597aa330e,20,True,True,0,0,770.0,770.0
095d063518c5d084d54aa006cf20cef4,20,True,True,0,0,670.0,670.0
09627ab39adbbbc48a07456c71d0c6bb,20,True,True,0,0,741.0,741.0
0973dc17a02cb230dc1f93877c92c56a,20,True,True,0,0,536.0,536.0
098b49f814da592396a6a3fd0961e8d4,20,True,True,0,0,729.0,729.0
099e147c55d62e4e8282c52358ea9db5,20,True,True,0,0,743.0,743.0
09a221ef16a92a3128589472ceb9f558,20,True,True,0,0,446.0,446.0
09a4781a19669568e2550e5209a15310,19,True,True,1,0,638.0,638.0
09c229d65172fac81816fd71e67be6b7,20,True,True,0,0,606.0,606.0
09c76637c21761c407d6d3eca21c638f,20,True,True,0,0,730.0,730.0
09cebb8ed5b4b1ba1256b50305104072,20,True,True,0,0,713.0,713.0
09dba6fb5405a55fcc7ff2c5cab82a10,20,True,True,0,0,748.0,748.0
09e47256d34b485ef93fd5bcec33bb33,20,True,True,0,0,716.0,716.0
09f3f14ff262a08e210128ea44419f8b,20,True,True,0,0,743.0,743.0
0a00c1bd8e41111d0a93ed96d89d9d76,20,True,True,0,0,769.0,769.0
0a0ed407936f95396c14cf6f059d6915,20,True,True,0,0,714.0,714.0
0a190f76ccbf2dffffdbaae401ed56b1,20,True,True,0,0,776.0,776.0
0a1e46f53dd9eb1c4aae50dd21cf65ca,20,True,True,0,0,726.0,726.0
0a20c0ecd4432c9e38a68db9217695b5,20,True,True,0,0,715.0,715.0
0a25c3ac566faa3dcda460868bea4ca9,20,True,True,0,0,731.0,731.0
0a28c97ae9115ba09c964977095a4677,20,True,True,0,0,613.0,613.0
0a31b5607e6020aa656e595d9130c2f5,20,True,True,0,0,784.0,784.0
0a3f52f27cec76b821bd51e26fc08f88,20,True,True,0,0,531.0,531.0
0a486943ae9dce70e971e01020e5949c,20,True,True,0,0,733.0,733.0
0a4dae6c36a924945c5ad8318aff7ecb,20,True,True,0,0,573.0,573.0
0a71114f7a13af5c5e649810d49a3773,20,True,True,0,0,739.0,739.0
0a7f6a0cb4034ab075dd38b3592f8d1e,20,True,True,0,0,737.0,737.0
0a90e69f3244bf4921742c1c179c9378,20,True,True,0,0,588.0,588.0
0a9812dfeb4ee5f740eb28ff0659b720,20,True,True,0,0,718.0,718.0
0aaa1cfaec18dcb5a7be8a80929dcb6f,20,True,True,0,0,770.0,770.0
0aca27487d54e80b6b433562c24e3302,20,True,True,0,0,738.0,738.0
0ae8cb74e7e1f5d0551ea660cbb25dc0,20,True,True,0,0,663.0,663.0
0afdd7eddb9a71ce53cf6487747ec98c,20,True,True,0,0,744.0,744.0
0b125d869a1a6045f968fc419ea9d14e,20,True,True,0,0,705.0,705.0
0b1dc99e2e45931f58ab34d22bd58af4,20,True,True,0,0,739.0,739.0
0b33bd30acb8030dc0b722e6e2783816,18,True,True,0,0,507.0,507.0
0b42befcfe2f0a5958e7676a9269bac7,20,True,True,0,0,647.0,647.0
0b4524086ffe1c02016fc92472165270,20,True,True,0,0,659.0,659.0
0b4c56c3d68d67b5f5269c5658cee8ba,20,True,True,0,0,636.0,636.0
0b4fdd7e59901ec97ff92ba540906765,20,True,True,0,0,672.0,672.0
0b5dd85d83833d0010ef224c96e76faf,20,True,True,0,0,758.0,758.0
0b886c176d9f7dd89c957f11cb337e71,20,True,True,0,0,740.0,740.0
0b8b07491280b305e36facca3c8af441,20,True,True,0,0,748.0,748.0
0b9150d37cbe9dc43b94b7d618b84db2,20,True,True,0,0,754.0,754.0
0bab6738ff2cdb0d2493d0062857af6b,20,True,True,0,0,738.0,738.0
0bb567fd1ac63f8c57e18563c43c2c2d,20,True,True,0,0,759.0,759.0
0bbeaab28a6a3829b1504cef9a983b06,20,True,True,0,0,582.0,582.0
0bd5cdc0a4e53e211aad2617e20a2775,20,True,True,0,0,694.0,694.0
0bddd68a5b2f6d89286417e14a1a51dd,20,True,True,0,0,708.0,708.0
0bea576f8a9e14169e867d02dc9575d5,20,True,True,0,0,724.0,724.0
0bed977a1dd010ad9278d3bd0b157373,20,True,True,0,0,710.0,710.0
0bf149a521f4703877030dd4a5400fb7,19,True,True,1,0,713.0,713.0
0c0cb5cb6f7e4ba31e82004e27d61af8,20,True,True,0,0,721.0,721.0
0c0dcadbd501e2c17ca71995ed0b7ee1,20,True,True,0,0,748.0,748.0
0c293c4324023e0fc942ba2a40ef7f59,20,True,True,0,0,739.0,739.0
0c2fa68015a702cbf50120993cc1e20d,20,True,True,0,0,669.0,669.0
0c4d686b23bf73000ca0db32eb603f5e,20,True,True,0,0,745.0,745.0
0c76688070aade04163c8afe119171db,20,True,True,0,0,743.0,743.0
0c8b4026f47c495e3b921cac5453e163,20,True,True,0,0,746.0,746.0
0c9c5cfe5882f68c6da2faff839fd556,20,True,True,0,0,748.0,748.0
0c9f2c70ab81d634069194b6bf2c3665,20,True,True,0,0,739.0,739.0
0cab07fdd08129a6d354bf867b6bc26b,20,True,True,0,0,739.0,739.0
0cc4dfb2d5414161ca86b7fe5992850f,20,True,True,0,0,738.0,738.0
0cc74b5a44142cc1e8f7330eae87aa2a,20,True,True,0,0,648.0,648.0
0cd9b28a1cc9ce2c079668aafc9a8df3,20,True,True,0,0,757.0,757.0
0cdb8b748964db3111f1efa85bcdfb94,20,True,True,0,0,748.0,748.0
0ce72cb3f2222077b10a09aeab862462,20,True,True,0,0,744.0,744.0
0cfbeee394747aebabb3a7e1cb01edc4,20,True,True,0,0,730.0,730.0
0d0919e19191450846a299f80092296c,20,True,True,0,0,604.0,604.0
0d100703139fb4218d005fae39f9ab6c,20,True,True,0,0,741.0,741.0
0d11d6a8712cae5d455a294b5d6c0c85,19,True,True,0,0,510.0,510.0
0d201ddacb72581dbce646c1dc99c83e,20,True,True,0,0,748.0,748.0
0d222910032fc70758672b454f30fec6,20,True,True,0,0,733.0,733.0
0d23c6dcac296f66e32ccab7d795f821,20,True,True,0,0,734.0,734.0
0d2992293a58dabae00d7bdfb9eba6d7,20,True,True,0,0,669.0,669.0
0d536f3c8843a8b574b4394d10fb291b,20,True,True,0,0,716.0,716.0
0d5684084754718a1d7b73e9dcf98774,4,True,True,16,13,218.0,218.0
0d5a2ac2ebb9b8cfa3900c5a2adcb38e,20,True,True,0,0,750.0,750.0
0d65ceff0469199c6f52c2e88f88413b,20,True,True,0,0,712.0,712.0
0d6c28aa5b3430bb5d8204eefa258c3c,19,True,True,0,0,632.0,632.0
0d6d5989dc6980bba0755f1e3f881ffc,20,True,True,0,0,743.0,743.0
0d746d8edc871e261513ecd525817be6,20,True,True,0,0,739.0,739.0
0d83eb43430d29e3cf5ad913463877fe,20,True,True,0,0,678.0,678.0
0d8fd1616ff100105340e8ba5311f75c,20,True,True,0,0,750.0,750.0
0d9c297cf4c7f1cbecd72e7f409b7bff,20,True,True,0,0,698.0,698.0
0dcfd933f8f2ca8409de28ca00348ad3,20,True,True,0,0,713.0,713.0
0dd31b8ddc084c78f745842d851662fa,20,True,True,0,0,777.0,777.0
0dd788e506ca71db70981d0bf90565d7,20,True,True,0,0,748.0,748.0
0df60778b95fb9658eb09a3b479a47a2,20,True,True,0,0,742.0,742.0
0df77f8b537d32ec22d4a2c4d8861537,20,True,True,0,0,683.0,683.0
0e17ceaff92b3e9baba44233d5e5fff7,20,True,True,0,0,739.0,739.0
0e1cfd4d6ba69cb71429939656e15824,20,True,True,0,0,747.0,747.0
0e42a926445646d13dc1c7077bb3d41b,20,True,True,0,0,748.0,748.0
0e5817e57d614663e626c0a9da00f11a,20,True,True,0,0,660.0,660.0
0e5dbbcdd910782f70ef32a37b835f17,20,True,True,0,0,738.0,738.0
0e61a50460e5fc7bff913e5510bc44ce,20,True,True,0,0,704.0,704.0
0e638c5080df4b9a993dfb35a9548e2f,20,True,True,0,0,734.0,734.0
0e6fc5bda55f00f450562f7c37a9c60f,20,True,True,0,0,769.0,769.0
0e8a73ea25cc7e40829d73842a4879d2,20,True,True,0,0,728.0,728.0
0e9f69e7329a21af2062fe981a08f388,19,True,True,1,0,258.0,258.0
0eb9f7f362a0865f879c1fd8ba284def,20,True,True,0,0,504.0,504.0
0ebe2c19bba462612d32bcaf0cf0ffd5,20,True,True,0,0,744.0,744.0
0ec2ef11eb1c07dddf7ebad2f873da57,20,True,True,0,0,708.0,708.0
0ecb5ec8138b7b5d4fb970bf5c6d104f,20,True,True,0,0,551.0,551.0
0ecfcbbd85ab4a2e68488e9707914ebf,20,True,True,0,0,719.0,719.0
0f1cec7433ef3814993597e6db253534,20,True,True,0,0,739.0,739.0
0f3aac3dbbd72bfe434146548f8c18b4,20,True,True,0,0,689.0,689.0
0f51f66d2469e2dc7f014722e272102b,20,True,True,0,0,723.0,723.0
0f63cbb3d41ee4faa4c5a83e3284e91a,20,True,True,0,0,744.0,744.0
0f7a9b122bb232b63b706ab6cbf73674,20,True,True,0,0,664.0,664.0
0f8091f47adb726a9a9b555aaa48f535,20,True,True,0,0,720.0,720.0
0f8d4c50d36bbfcfddf3225f5e637592,20,True,True,0,0,712.0,712.0
0fab8ba6e86a9214a392aaf5b528c62f,20,True,True,0,0,636.0,636.0
0fc7f7c3041ddcb9a84bc04e7ab692c9,4,True,True,16,16,322.0,322.0
0fd039f6bc6cf717e5353477fe0f7fc4,20,True,True,0,0,653.0,653.0
0fe9cd77d104716123077fa6169f15f9,20,True,True,0,0,738.0,738.0
1024f21d38854bc94de63c75591fb5a7,20,True,True,0,0,569.0,569.0
103e8eff00187f278b2a081d0dc2b136,20,True,True,0,0,581.0,581.0
1058839476df9538f5680a992a0ad649,20,True,True,0,0,587.0,587.0
107815684c0154d31244d8ab0c8c0257,20,True,True,0,0,738.0,738.0
107dfb294f8e844d8c549f826c5133e2,20,True,True,0,0,528.0,528.0
107fdb20627a18bd44dcb4329736fb66,20,True,True,0,0,520.0,520.0
108248f0e3d684081c3c7be18cb40ad4,20,True,True,0,0,744.0,744.0
1086f82f5a14dcdb33b15d6beda1c737,20,True,True,0,0,735.0,735.0
109717830c4a01ff9f41c1a4661574e2,20,True,True,0,0,772.0,772.0
10cce322d5cd343a4821e5253f41e9c5,20,True,True,0,0,748.0,748.0
10db9c00a615a1b09971351b65e3dd0e,20,True,True,0,0,768.0,768.0
10fc76ac92e442a43ff22b8f4b9bf626,20,True,True,0,0,692.0,692.0
1117fd934eae7afce376e8bcea801233,20,True,True,0,0,738.0,738.0
111e00a4c9becd4a507620c7cb94cdb1,20,True,True,0,0,719.0,719.0
111f497712726d613002f5bfd9bc5aa3,20,True,True,0,0,748.0,748.0
1128ef3a5efa758eac761d45a35782f8,20,True,True,0,0,700.0,700.0
11347bb145f23604eccdb66eb5910f55,20,True,True,0,0,728.0,728.0
11365052652cdeb5d615c914b478bb09,20,True,True,0,0,617.0,617.0
113fa7a951ea68986820ca238f88c52e,20,True,True,0,0,708.0,708.0
1149cb2d4d4f437a0029b2b75171e141,19,True,True,0,0,748.0,748.0
11506c8de798b3e79303f7afc3d782b6,20,True,True,0,0,733.0,733.0
1152c36c3267aae5c15b45a4af197a33,20,True,True,0,0,523.0,523.0
1152f6add612b87370db0ab4431ce219,18,True,True,2,0,369.0,369.0
1158aaa103fd1635ec15ca13d78143fa,20,True,True,0,0,744.0,744.0
118981836caf96260724501c9be38ca6,20,True,True,0,0,743.0,743.0
118f94b18f5bd7f4ac2ba5f039bf3a86,20,True,True,0,0,731.0,731.0
118fe0dfcaf0360858f52c2b41cb38f4,20,True,True,0,0,740.0,740.0
11e100e171bd9faf1645766647d7bdf7,20,True,True,0,0,653.0,653.0
11f257f9e98b4976a77aa54f724cfa0e,20,True,True,0,0,763.0,763.0
11f306e17f12f7abaee77f056bb4f5b1,20,True,True,0,0,701.0,701.0
11f8cd3f39ded93af9b816ccaaee4a23,20,True,True,0,0,730.0,730.0
11fb058e7007b60b65e8ac846d69aee0,20,True,True,0,0,745.0,745.0
1201f81b920fa68f3b6c1e5722ba9969,20,True,True,0,0,693.0,693.0
122e272752a72cfa9d482c540bb9cb33,20,True,True,0,0,628.0,628.0
123249ae7edc1a5664e2a52fb41d171c,20,True,True,0,0,746.0,746.0
1247be58b8982443ebc582cd3a052317,20,True,True,0,0,739.0,739.0
1249d8be5608b640751cc164927690e4,20,True,True,0,0,670.0,670.0
12526f4e258000f23ac9193bb56c98b7,20,True,True,0,0,673.0,673.0
1255300e9e1627f7f0fa1bbe79dc4b34,20,True,True,0,0,524.0,524.0
1259ec9a253d79f3ff2dd32c3052bf53,19,True,True,1,0,640.0,640.0
127ccc077f84153cf5b119474ef8b238,20,True,True,0,0,738.0,738.0
128bf1539ea256f54aa177f237a45aeb,20,True,True,0,0,719.0,719.0
1292d7e371f721b59a32d4c414279327,1,True,True,19,19,776.0,776.0
1295d10dd4eee5f897eb71c5209dab18,20,True,True,0,0,700.0,700.0
1297a01c568906df836e1015a79e5533,20,True,True,0,0,743.0,743.0
12b3c9a455207dd4512b632b19be44a3,20,True,True,0,0,748.0,748.0
12c4d8754760f15901f8f34abc31b0fb,20,True,True,0,0,655.0,655.0
12dc1bdd886707976d28e273b2a34a43,20,True,True,0,0,714.0,714.0
12e4c6e2516424f6ea2a1215fc9d414a,20,True,True,0,0,723.0,723.0
12ef51c9e901a268bb67bc5efdbb6e09,20,True,True,0,0,733.0,733.0
1306d9cfe704f6bdcddfe25f82a5cd13,20,True,True,0,0,738.0,738.0
130d90d91829e454e1cb23251955ac07,20,True,True,0,0,731.0,731.0
131f308f08428ac06cad70ff76e3fccc,20,True,True,0,0,710.0,710.0
13288a36683e4da1131c8990461fabda,20,True,True,0,0,664.0,664.0
134a84e942558612151fa686c69e261f,20,True,True,0,0,752.0,752.0
13663a3ccc0f7f474d2aa288621d3871,20,True,True,0,0,765.0,765.0
13732c9079b3fdac9873b75b73d84ff7,20,True,True,0,0,740.0,740.0
1391a3651f9e004f94dd35ad90e87df1,20,True,True,0,0,768.0,768.0
13ab258d92f98eff7799af8efe4c2ad7,20,True,True,0,0,731.0,731.0
13bd694efa1a9c910bcb972ed31ed5f2,20,True,True,0,0,740.0,740.0
13e3b1b496b1af3160c30eca62df9661,20,True,True,0,0,738.0,738.0
140e40cb48f1dfbda216a1267bb28fc5,20,True,True,0,0,748.0,748.0
141ed0dbc1503f7d445e17f477dbd9ee,17,True,True,3,0,580.0,580.0
1453fec68d3cb7be3085a5c59878d361,20,True,True,0,0,773.0,773.0
146fe893485cf515b8298065d3a8bfbd,20,True,True,0,0,752.0,752.0
148a86e63dcb9f5f09c071aa5e200438,20,True,True,0,0,726.0,726.0
1499644e9fc01a81d42f1ea861905292,20,True,True,0,0,746.0,746.0
14ad508024c1f51a5c8c89d7788c5747,20,True,True,0,0,738.0,738.0
14b8a8d12ce7e6f2d491e25359e62b9b,20,True,True,0,0,730.0,730.0
14ba1f19338b039eaa6ddedfb7c78f7e,20,True,True,0,0,743.0,743.0
14cdcd9e3388feffa85a3010738e11d3,20,True,True,0,0,724.0,724.0
14d2a94a12d09a88d90c4754ce23af60,3,False,False,17,17,72.0,70.0
14dd4534b6eebb9f4352281f133ae65b,20,True,True,0,0,646.0,646.0
14f013032d3d55ac24bde620c2d8f945,20,True,True,0,0,720.0,720.0
14f040827f3543f406b1ac0a1ccbce5b,20,True,True,0,0,739.0,739.0
14fa88ee1a78fcc3067c7fa7cae1f6d3,20,True,True,0,0,715.0,715.0
150625307cd503954ff7abb066c4c3fb,19,True,True,1,0,611.0,611.0
15073c29926477708501277a9fa6e04f,20,True,True,0,0,668.0,668.0
15122b5a85d0087871d0b068eca54143,20,True,True,0,0,740.0,740.0
151ace519ac435c84f9aee415eea931a,20,True,True,0,0,563.0,563.0
1521548931dc517d9890e51ed281e939,20,True,True,0,0,647.0,647.0
15302939ea3fdb4777438a48aef65cc5,20,True,True,0,0,580.0,580.0
15364085f11606af1a77f68b88b556ff,20,True,True,0,0,739.0,739.0
1538ea40c64a63b36dd4734f3874696c,20,True,True,0,0,724.0,724.0
153c43ec409a40fadf9a6180dd3ba4a0,20,True,True,0,0,670.0,670.0
15458cdc0a636465b96749aa3fa2751c,20,True,True,0,0,741.0,741.0
1549cf7ec5b9971b5508e71876caa78d,20,True,True,0,0,562.0,562.0
15564bd587591d071d667a41049facc4,20,True,True,0,0,703.0,703.0
1565fe0749c103c9b2e19da637c53ae6,20,True,True,0,0,715.0,715.0
1585373aa7a272f854720be8fed512e6,20,True,True,0,0,706.0,706.0
158e322a8ce7cc198a9916534f60064c,20,True,True,0,0,748.0,748.0
1592091d5a0cacf5bad46fbc50d6bd12,20,True,True,0,0,739.0,739.0
15bf273330928f57de2f3b24ca2a5135,20,True,True,0,0,597.0,597.0
15c12c72ee920d106927c7b0dff67b5e,20,True,True,0,0,721.0,721.0
15ca76d9e1bdf12fef29a0930717ccea,20,True,True,0,0,720.0,720.0
15d74352737177117c80cf7ecd577e12,20,True,True,0,0,743.0,743.0
15e45353f3bd3e3724f06eb4c8e35760,20,True,True,0,0,719.0,719.0
1600072f5f0c35181a342c78d92c61e1,20,True,True,0,0,761.0,761.0
162aaaeeea8c353c06050efeb1dded15,20,True,True,0,0,743.0,743.0
164212c0910ca9770a6bd13bcb2c5d05,20,True,True,0,0,744.0,744.0
164d643c2ab1c208aec586f0da8c71f4,20,True,True,0,0,740.0,740.0
