MAG,CAN_1,CAN_2,CAN_3,CAN_4,CAN_5
CAN_4_bin.72,0.010135044,0.010248994,0.010369587,0.0047428643999999996,0.0026212838
CAN_4_bin.76,7.036156499999999e-05,3.8348427e-05,4.602175e-05,0.00026667980000000003,1.2740812e-05
CAN_4_bin.92,0.0003141402,0.00026208805,0.00026713092,0.0009325,0.0019006465
CAN_5_bin.1,0.00054092262,0.0004403617,0.00046257053,0.0009017355,0.0030581936
CAN_5_bin.100,0.00103164196,0.0008696598,0.0009302509000000001,0.0014761682,0.0038984755
CAN_5_bin.106,0.26809792,0.26609695,0.27174007,0.11192626,0.065415
CAN_5_bin.112,0.00029726947,0.00011539778000000001,0.00015176975000000002,0.007590076,0.027768152
CAN_5_bin.145,0.0005406469,0.00045099173,0.0004546166,4.503036e-05,0.0034702992
CAN_5_bin.146,0.0011006675,0.0003268658,0.0005639733,0.0083263606,0.0006785734
CAN_5_bin.147,0.013974417,0.006086474,0.0070308405,0.013508184999999999,0.009078421599999999
CAN_5_bin.149,0.00026770635,0.0003263521,0.0003245042,0.00019142538,0.0006427558999999999
CAN_5_bin.150,4.209296e-05,4.177186e-05,4.4565949999999996e-05,0.00014387427,0.0010265864399999999
CAN_5_bin.167,2.788519e-05,2.914733e-05,3.095815e-05,7.5669214e-05,0.00092353396
CAN_5_bin.169,3.2298689999999996e-05,3.8420018000000004e-05,4.131442e-05,0.00022492012,0.0011469113000000001
CAN_5_bin.173,9.447798e-05,0.00023226518,0.0002369347,9.319493999999999e-05,0.00085176244
CAN_5_bin.177,0.016837312,0.015619546,0.015729374,0.013809492999999999,0.0050268579999999995
CAN_5_bin.180,6.044122e-05,5.2290577e-05,5.780852e-05,0.00040186506,0.0005619596
CAN_5_bin.2,0.00018085947,0.00016928898,0.0001727123,0.00019655656,0.01689471
CAN_5_bin.40,0.010077869,0.015729247,0.014977244,0.0027980083,0.0013115832
CAN_5_bin.52,0.00026420768,0.00023560053,0.00025481401000000003,0.0010594029,0.015922538
CAN_5_bin.62,0.00060473815,0.00055188302,0.0005592701600000001,0.0014107078,0.0013321595
CAN_5_bin.70,0.0043389142,0.0021821405999999997,0.0023741242,0.03001426,0.009013521
CAN_5_bin.9,9.197126e-05,7.897642e-05,8.523431999999999e-05,0.0006015685,0.0011629188
CAN_5_bin.90,0.00051569078,0.00013371173,0.00019760022,0.032831223,0.029504845
CAN_5_bin.97,0.00033597769999999997,0.00052319013,0.0005265091999999999,0.0007911366,0.0011016828
coasm_bin.10,0.00054578546,0.000364437,0.000386314,0.001589178,0.001308646
coasm_bin.103,0.00027959142,0.00023360223999999998,0.00023986006,0.0006311248,0.0005019540699999999
coasm_bin.105,0.0004802157,0.00045456477000000003,0.0004640101,0.00025926215999999997,0.00019998321
coasm_bin.108,0.00037978232,0.00033508160000000003,0.0003470838,0.0005425922,0.0005185674
coasm_bin.110,0.00045503184,0.00025803857,0.00027196589999999997,0.00010378871,3.865962e-05
coasm_bin.112,2.8814827e-05,3.2184618e-05,3.4112392e-05,0.00022028184,0.00027081415
coasm_bin.114,0.00015187029,0.00047146395,0.00046995245,2.5919764e-05,2.3828174e-05
coasm_bin.115,0.0009147837,0.00052038502,0.00056364458,0.0013828795999999998,0.001713609
coasm_bin.117,0.00011782927,0.00027521657,0.0002709261,2.9094672999999997e-05,2.1978738e-05
coasm_bin.118,0.00031378742,0.00041258875,0.00041575715,0.00024459448000000003,0.0008042697599999999
coasm_bin.121,0.00030695327,0.00047470175000000005,0.00050700262,2.7165129999999997e-05,1.9797412999999997e-05
coasm_bin.125,0.00028158836,0.0009954317,0.001039198,3.1442149e-05,2.4988295e-05
coasm_bin.13,0.00035594855,0.00044844314,0.00045318313,3.778732e-05,3.297048e-05
coasm_bin.131,0.0008570021999999999,0.0014076273,0.0013755627000000001,0.0006445863,0.00027685374
coasm_bin.132,0.0013521004,0.001012801,0.0010378487,4.1697845e-05,2.6919867000000003e-05
coasm_bin.133,0.0001581969,0.0004790939,0.0004826406,2.575922e-05,2.0495022e-05
coasm_bin.134,0.000917732,0.0014208399999999998,0.00139229,0.0013567692000000001,0.000485269
coasm_bin.135,0.0003926603,0.00011099675999999999,0.00013571352,0.00041872066,0.00024922957999999997
coasm_bin.138,0.0035464776,0.0037382808,0.0038679618,0.0015347491,0.00094951086
coasm_bin.139,0.0008370111,0.00068612956,0.0006693686499999999,7.914421e-05,7.138441e-05
coasm_bin.142,0.0015700202,0.00035722516000000003,0.00054698553,0.0019422187,0.00052587226
coasm_bin.147,0.0029085913000000004,0.0036053422,0.0035784003,0.0016444476999999999,0.0017162083
coasm_bin.15,0.0014090359999999998,0.0006227641600000001,0.0007117384,0.00074055046,0.00013887946
coasm_bin.150,0.00022095408,0.00028882768,0.00030824245999999997,0.00063410155,3.1075743e-05
coasm_bin.153,0.0007172916,0.0007227281000000001,0.0007301640500000001,0.00010594905,9.6280165e-05
coasm_bin.156,0.0015305568,0.00053384893,0.0006668285999999999,0.0015302935,7.936277e-05
coasm_bin.157,0.011456907,0.007290922399999999,0.006782669999999999,0.0066162750000000005,0.0032630333
coasm_bin.161,0.0016797777,0.0006354939,0.0006819677,9.6253045e-05,4.0685864999999994e-05
coasm_bin.171,0.0003924665,0.0013858071999999998,0.0012778397,9.358066999999999e-05,6.9450056e-05
coasm_bin.178,0.00026642093,0.0002831877,0.00028729364,0.00044562906,0.0017899346
coasm_bin.181,0.00015561385,0.00017345265,0.00017244671999999998,0.0011239121,0.00053788215
coasm_bin.183,0.00046539142999999997,0.00049057826,0.00048348255,5.8098626e-05,5.089596e-05
coasm_bin.185,0.030381323999999998,0.013215365,0.014280615000000002,0.0570186,0.18851772
coasm_bin.188,6.6826027e-05,7.485439499999999e-05,7.7121924e-05,0.0007389463,0.0009110487
coasm_bin.196,0.001630301,0.0021927096,0.0021572652,0.0006755393,0.0008957531
coasm_bin.2,0.0017559516,0.002111177,0.0020596069,0.0014393446,0.0015138493
coasm_bin.201,0.00030558834,0.00015222699,0.00017866463999999997,0.0015555014999999999,0.00025349868
coasm_bin.202,0.00013612496,0.00015312128,0.00015765678000000002,0.00018709097,0.0012215438000000001
coasm_bin.203,0.0013158901000000001,0.0011091033999999999,0.0011075449,0.00068647675,0.00061684385
coasm_bin.206,0.00027401352,0.00026594676000000003,0.00027809002,5.4407010000000003e-05,2.6643088e-05
coasm_bin.207,0.0005583482,0.0009743472,0.0009095204599999999,0.00036700245,0.00030928979
coasm_bin.208,0.003226104,0.003686914,0.0037204102,0.0015965699,0.00089425705
coasm_bin.209,6.207806e-05,9.739924000000001e-05,0.00010388507,3.3456336e-05,0.0003421963
coasm_bin.213,5.818325e-05,7.406547000000001e-05,7.721409e-05,0.00028401777,0.00056166753
coasm_bin.214,0.0029192245,0.001506993,0.0016017155,0.0009239763,0.00023271048
coasm_bin.215,0.0031595403,0.0021520813,0.0022060077,0.0007126364,0.00011045787499999999
coasm_bin.218,0.0005874899799999999,0.0015280281,0.0014656162,0.0004263175,0.00019287183999999998
coasm_bin.219,0.0005886582,0.00035986860000000005,0.00039244469999999995,0.00047637835,0.0006055798
coasm_bin.22,6.7423442e-05,5.4129083e-05,6.0640310000000004e-05,0.00031207455,0.00029941233
coasm_bin.221,0.00042060763,0.00013651771,0.00018910230000000001,5.2076620000000004e-05,1.9563257e-05
coasm_bin.222,0.0012769768,0.0036709957999999997,0.0034014714000000002,0.00016773796,0.00041979509999999997
coasm_bin.223,0.00014044397999999998,0.00022657692,0.00022751816000000002,0.000613238,0.00027166894
coasm_bin.226,0.00060182214,0.0007456643,0.0007107879,0.00013675621,7.377616e-05
coasm_bin.231,0.0011849515,0.00026145391000000003,0.00035196275,0.0015380542,0.00021376442
coasm_bin.233,0.0011371874,0.0009430071,0.000919116,0.00036374620000000004,9.830090999999999e-05
coasm_bin.237,0.00028661229,0.0011109905,0.0010229143,0.0009371622,6.6974773e-05
coasm_bin.238,6.9566914e-05,7.893469000000001e-05,8.233848999999999e-05,0.0005558126,8.285896e-05
coasm_bin.24,0.0001549997,0.00013076636,0.00013627828,0.0004966245200000001,1.5628566000000002e-05
coasm_bin.240,0.0002000557,0.000102905445,0.00011817118999999999,0.0005414534,0.00013289051
coasm_bin.246,0.00035765458,0.00046518415,0.00045967046,0.0008552391,0.00038980099999999995
coasm_bin.248,0.00018846003,0.00021272426,0.00021992316000000003,0.00026591734999999997,0.0009112495
coasm_bin.249,0.00102330744,0.0014771117,0.0014095908,0.00038893230000000003,0.00013106835
coasm_bin.25,4.1042366e-05,4.9807453e-05,5.5980976e-05,0.00025263678,2.9815596000000002e-05
coasm_bin.250,0.009536555,0.0029916131,0.0037240326,0.030983279000000002,0.0099046785
coasm_bin.251,0.0028260395,0.0029080808000000002,0.002974166,0.0017018818999999998,0.0011132542
coasm_bin.255,0.00106528506,0.0015086379999999999,0.0015640096,0.0006945255,0.00027241364
coasm_bin.256,0.0005286335,0.0009678306,0.000946414,0.00024164557,0.00026286239
coasm_bin.258,0.00011131294999999999,0.00012784880000000002,0.00013408794,7.3498907e-05,0.0011197295
coasm_bin.259,0.00034576897,0.00029807463,0.00031803474,4.3104957e-05,3.1663869e-05
coasm_bin.260,8.230542000000001e-05,9.137627e-05,9.520664e-05,0.008667118,0.021777482
coasm_bin.261,0.00022071687999999999,0.00018367827,0.00019268332,0.00043041486,0.00025639322
coasm_bin.262,0.00040456068,0.00041766033,0.00042570803,0.0006361161999999999,0.00038994182
coasm_bin.265,0.00019595081,0.00021775749,0.00022639558000000002,0.00019662220000000002,0.0006910039499999999
coasm_bin.268,0.00017677503000000002,0.0005631658,0.0005515392,2.960424e-05,2.9175111999999997e-05
coasm_bin.27,0.0012589839,0.0025311561999999998,0.0023385572,7.0887366e-05,5.3180954000000005e-05
coasm_bin.271,0.00030856617,0.0009764589999999999,0.00094683126,9.470225e-05,6.631217e-05
coasm_bin.277,0.0019083284999999999,0.002179958,0.0021872538,0.007587102,0.0009819807
coasm_bin.278,0.0004495366,0.00044043273,0.00044558,8.933679999999999e-05,0.00010646895
coasm_bin.279,0.005191863,0.004192267,0.0042141888,0.0032055363,0.0025780493
coasm_bin.28,0.0013260387,0.0008681629,0.0008997454000000001,0.0015251181999999999,0.00015091315
coasm_bin.280,0.00025807837,0.0002467494,0.0002574628,0.00059667893,0.0007166923999999999
coasm_bin.286,0.0006255632,0.00046517197000000004,0.0004718509,2.8565004e-05,1.801476e-05
coasm_bin.289,0.00047290977,0.0006605838,0.0006536713,0.0005730714,0.0007249562399999999
coasm_bin.290,0.0007364014500000001,0.0008691338399999999,0.0008699881,0.00048669223,0.0005126353
coasm_bin.293,0.0005140223,0.0006622870999999999,0.0006679934999999999,7.7567003e-05,5.7867537e-05
coasm_bin.298,5.4867123e-05,4.5950487e-05,5.0238846000000003e-05,0.0005866668,9.727942999999999e-05
coasm_bin.305,0.0003838949,0.0004019413,0.000392008,0.00010428786,8.210814e-05
coasm_bin.31,0.00051737484,0.00026185662,0.00029958254,0.0034758640000000004,0.0021480156
coasm_bin.312,0.00029413214,0.00057516214,0.00054800466,3.9180196000000004e-05,2.9592153e-05
coasm_bin.313,0.00029694384,0.00016250628999999999,0.00016882358,0.0015806036,6.380882e-05
coasm_bin.314,3.1784551999999996e-05,3.9754366e-05,4.1920566e-05,0.00011363785,0.0011196966499999999
coasm_bin.315,0.0015180068999999998,0.00116689004,0.0012353462,0.00090935685,0.0006216805000000001
coasm_bin.318,0.0005530819,0.00074437186,0.0007081544400000001,0.0001430242,0.00010779025
coasm_bin.320,0.00010882241000000001,0.00010676312,0.00011233092,0.000495035,0.000136646805
coasm_bin.321,0.0019156498999999998,0.0010606321,0.0011646394,0.0011739743499999998,0.00017366554999999998
coasm_bin.322,0.00099464916,0.0011108592000000001,0.0011191933,0.00052814674,0.0003051633
coasm_bin.324,0.0009552943,0.0013123134,0.0013034193,0.000854683,0.0019214311
coasm_bin.325,0.0006742371,0.00035139012999999995,0.000392814,0.0010672171,0.00023991905000000002
coasm_bin.335,0.0010116188,0.00103849046,0.00097882785,0.00014298256,9.768386e-05
coasm_bin.336,0.0003297163,0.00061815232,0.00060990818,9.617306e-05,9.288515000000001e-05
coasm_bin.337,0.00017949836,0.00011938644999999999,0.00014325942,0.00025044532,0.0007338177999999999
coasm_bin.338,0.00059995677,0.0006888563,0.0006839895,0.000409671,0.00037106562000000003
coasm_bin.340,0.00024536566999999997,0.00015213193,0.00017381310000000002,0.00047307994,0.00025021717
coasm_bin.347,0.00049601994,0.00049978014,0.0005051437,0.0025268477,0.00038513991999999996
coasm_bin.348,0.0011222257,0.0017640848,0.0016814884999999998,0.00024613176,6.546159999999999e-05
coasm_bin.350,0.00037130628,0.0007236078399999999,0.0006710678000000001,8.835287e-05,6.336642e-05
coasm_bin.358,0.00020725684000000001,0.00023654830000000002,0.00023111323,0.0011571111,0.00030045008
coasm_bin.362,0.00013645711,0.0002490846,0.00025682338,3.992916e-05,5.913661e-05
coasm_bin.364,0.0003610297,0.0014578594,0.0014698258,2.4797274e-05,1.9127803e-05
coasm_bin.365,0.0098839647,0.010340894,0.010489492,0.0042122737,0.00490158
coasm_bin.367,0.0006722216000000001,0.0010178399,0.0009981736,0.0006616097999999999,0.0011186975
coasm_bin.373,0.00012127478,6.0954219999999995e-05,7.6327417e-05,0.001377014,0.0034937084
coasm_bin.383,8.593493e-05,9.056735999999999e-05,9.999602e-05,0.0003770936,0.00011222749
coasm_bin.385,4.8707802999999996e-05,4.5449953e-05,4.9421424e-05,0.00033489280000000005,7.8026e-05
coasm_bin.386,0.0005436637,0.0006548845000000001,0.0006652449,0.00053440373,0.00047757257
coasm_bin.388,9.310251e-05,8.915724e-05,0.00010234713,0.00032177273,3.575211e-05
coasm_bin.389,0.0013545394999999998,0.00103242286,0.0010066229,0.00011850694,5.1983716e-05
coasm_bin.392,0.00092385836,0.0016459537,0.0015702419,0.00011318093,0.00011753751999999999
coasm_bin.393,3.5899198e-05,4.1192206999999994e-05,4.6138084e-05,0.00036689173,0.0001490248
coasm_bin.394,0.00053346593,0.0008023946999999999,0.0008056668,0.00015965614,0.00015248481
coasm_bin.395,0.0007472913000000001,0.0010153081,0.0009748945000000001,0.00030809868,0.00014116197
coasm_bin.399,0.0015676045,0.0027058354000000003,0.0026875675,0.00022964746,0.00019073645
coasm_bin.40,0.0015184245,0.0027456236,0.0027385777,0.0012053914,2.3083079999999998e-05
coasm_bin.400,0.0005095988500000001,0.00030396175,0.0003213809,0.00017539747,9.692555000000001e-05
coasm_bin.407,3.8424584e-05,2.839268e-05,3.162325e-05,0.0004708651,7.661321e-05
coasm_bin.409,6.709003e-05,6.652271399999999e-05,7.32441e-05,0.00024369308999999998,5.9570484e-05
coasm_bin.41,6.977217e-05,4.412711e-05,5.4930196999999996e-05,0.00043823246000000005,2.1749868000000002e-05
coasm_bin.411,0.0011502215,0.0014884041,0.0014354452,0.00024165019999999998,0.00010293738000000001
coasm_bin.414,0.00017970435,0.00021899508000000002,0.00023211611,0.0001607492,0.00048327714
coasm_bin.417,0.001297573,0.0006964177000000001,0.00076625206,0.00087209895,0.00026597712
coasm_bin.420,0.0006283754,0.0007308531999999999,0.0007329379,0.00036330055,0.00023978148
coasm_bin.423,0.0013215189,0.0013550466,0.0013303807000000002,5.9943665e-05,7.0086364e-05
coasm_bin.425,0.00010947889,0.00012482515,0.00013158022,0.010514330999999998,0.0044080168
coasm_bin.426,0.0003176474,0.00028108025,0.00028655084,0.00066009074,0.0004119163
coasm_bin.437,0.00022686759,0.00043151694999999995,0.00042920377000000003,0.00010302647999999999,9.588473999999999e-05
coasm_bin.441,0.0006276300999999999,0.0006666179,0.0006737599,0.00016010972,2.2932626000000002e-05
coasm_bin.447,0.00043637987,0.0002204354,0.00024385916,2.1306872e-05,1.3131417e-05
coasm_bin.448,0.00020423224,7.948152e-05,0.0001026504,0.0019614887,0.001518117
coasm_bin.449,0.0007154041,0.000759448,0.000768597,0.0005212343,0.00016561982999999998
coasm_bin.466,2.7814646999999998e-05,3.0384224e-05,3.216185e-05,6.013042e-05,0.0020952193
coasm_bin.468,0.00049714636,0.0005680809,0.00059334796,0.00022739104999999998,0.00023558414
coasm_bin.469,0.00035562070000000004,0.0004521974,0.00044929415,0.000120743625,8.392578e-05
coasm_bin.47,0.000586365,0.00057182427,0.00057044897,0.0006335251,0.00141525
coasm_bin.471,0.0006434151000000001,0.00098237015,0.0009735826000000001,0.00034035914,0.00039942753
coasm_bin.473,0.00029590001,0.0001776906,0.00019214964,0.0004814124,0.00016839739999999998
coasm_bin.476,0.0032881427,0.0018594274,0.0019460522,0.008675473999999999,0.012596426
coasm_bin.479,0.00050601594,0.0001782914,0.00023561743999999998,2.7112757999999997e-05,2.6237957999999997e-05
coasm_bin.481,0.024046545,0.011338568,0.01279865,0.039313242,0.044990425
coasm_bin.482,4.3993215e-05,7.361649500000001e-05,8.091219e-05,0.0029343103999999996,2.175178e-05
coasm_bin.484,0.00015843231,0.00017175747000000002,0.00017850913,0.00139465,0.0049220952000000005
coasm_bin.485,0.0011372471000000001,0.0012949530000000002,0.00124458544,0.00053839836,0.00017766222000000002
coasm_bin.489,0.00020544203,0.00019479817,0.00020367764,0.001788051,0.0014052969000000002
coasm_bin.492,0.00048405122000000003,0.00035783757,0.00038531481999999997,9.409381e-05,6.1261337e-05
coasm_bin.495,0.00010787141499999999,8.975723999999999e-05,9.57041e-05,0.00030731275999999996,0.00025012427999999997
coasm_bin.496,0.0010474638999999999,0.0015025856,0.0014761214,0.00030065643,0.00011765156
coasm_bin.497,0.0008664734999999999,0.0008748922,0.0009021564,0.0005251235499999999,0.00024243124
coasm_bin.499,3.1272352e-05,3.7145715e-05,4.3315776e-05,0.0004884921999999999,0.00043361037999999996
coasm_bin.502,0.00039399089999999997,0.0007117052,0.0006817858,0.00015569095999999998,0.00010101916
coasm_bin.51,0.001197364,0.0023579115,0.0022227669,0.00024472428,0.00012970106
coasm_bin.512,0.0014901744,0.0007517201499999999,0.0007736664,0.00028658174,0.00020645024000000002
coasm_bin.514,0.00014938424,0.00015757164,0.0001626422,0.00022114092,0.0007837273999999999
coasm_bin.518,0.0020946355,0.0007409501,0.0008537163,0.0007263479400000001,0.0009211193
coasm_bin.519,0.0004651827,0.00029142227,0.000317218,0.0013435335,0.0012334438000000001
coasm_bin.521,0.00048155773,0.00028929370999999996,0.00030488651,0.0006676155,0.00011538199000000001
coasm_bin.529,0.002732356,0.003469241,0.0034146422,0.0013080080999999999,0.0007219857
coasm_bin.53,3.1384518e-05,4.3518823000000004e-05,4.763383000000001e-05,0.0030410169999999996,0.0022065563
coasm_bin.532,0.00033964444000000003,0.00033877134,0.00034869526,0.00034297884,2.126861e-05
coasm_bin.535,0.00012747485,0.0001753368,0.00017863624000000002,0.00011540006999999999,0.0028179398
coasm_bin.538,0.0006421059,0.0006997059999999999,0.00069866225,0.0002584674,0.00018811016999999998
coasm_bin.539,0.0009865089,0.0016066685,0.0017347462,0.000128290625,3.336589e-05
coasm_bin.54,0.0016186558000000001,0.0006383833,0.0006989726000000001,9.091847999999999e-05,5.7041449999999996e-05
coasm_bin.540,0.0012803107999999998,0.0010307588,0.0010238767,0.00100934684,0.00054701306
coasm_bin.542,0.0020626744999999998,0.0026036032999999996,0.0024441095,0.00020515643,8.327345e-05
coasm_bin.543,0.00010987797,9.834825999999999e-05,0.00010430082,0.0021847386999999997,0.011577684999999999
coasm_bin.547,0.00059811655,0.0006500874500000001,0.000671823,0.0002314494,0.00019100115000000002
coasm_bin.548,0.00022389434,0.00035744015,0.00035975292,6.0646989999999996e-05,2.2269912999999997e-05
coasm_bin.55,0.0038454726,0.0036302567000000003,0.0037264994,0.012248969,0.03750233
coasm_bin.551,0.0011767867,0.00032127246,0.00043480520000000004,0.00054562025,4.003898e-05
coasm_bin.555,0.00030317478,0.0003315975,0.00033483665000000004,0.000624328,0.0015903115
coasm_bin.556,9.057245e-05,0.00010303972,0.00010761402999999999,0.00013009047,0.005642179000000001
coasm_bin.558,0.0005318998,0.0008375741,0.000824082,0.00040935047,0.00021150711999999997
coasm_bin.561,0.00012589224,4.6174577e-05,6.0425196e-05,0.00041271158,0.00032684214
coasm_bin.563,0.0007063022,0.002073521,0.0019241333999999999,0.00026537452,0.00039433860000000003
coasm_bin.572,0.00011706899999999999,9.287248e-05,0.00010016035,0.00052030105,0.00023203047
coasm_bin.578,7.612919999999999e-05,6.7209983e-05,7.2005023e-05,0.00098334774,0.0014670657
coasm_bin.579,0.00023041189,0.00015407266,0.00016314780000000002,0.010989392,0.0008880175
coasm_bin.60,0.00081655234,0.00025150507999999996,0.00033245789999999996,6.4340695e-05,3.5267546999999996e-05
coasm_bin.61,0.00043811847,0.0004484813,0.000495254,3.7964734e-05,2.4221728000000002e-05
coasm_bin.70,0.0019654794,0.0009120448,0.0009706620000000001,0.0010495116,0.00022634035000000002
coasm_bin.74,0.00040440063999999995,0.00096484825,0.0009742027,0.00040277388,9.204059000000001e-05
coasm_bin.75,0.0005162106,0.0010972809999999999,0.0010299894,0.000141171925,9.840513e-05
coasm_bin.82,0.00034063682,0.00053194303,0.00052242763,3.0249389999999998e-05,3.1222643e-05
coasm_bin.84,0.00014004492,0.00014693656,0.00014940453,0.00044046417,0.00011920593
coasm_bin.85,0.00030272953,0.00027257241,0.00027437815000000003,0.0009233134,0.00035021584
coasm_bin.86,7.931244999999999e-05,8.596809000000001e-05,9.093626e-05,0.00061864607,0.0007008298
coasm_bin.88,0.0012654180000000001,0.00106564626,0.0010972435,0.00014738566,0.00010026436999999999
coasm_bin.92,0.0004223249,0.00019474825000000002,0.00022984425,0.0008666931999999999,0.00014125502
coasm_bin.93,0.00069164,0.00036435608000000004,0.0004080974,0.0012127807,0.0011000039
