,Acidovorax,Aeromonas,Anaerolineae,Azonexus,Azospira,Bacteria,Bosea,Ca_Accumulibacter,Ca_Caldilinea,Ca_Competibacter,Ca_Leptovillus,Ca_Sarcinithrix,Chitinophagaceae,Cloacibacterium,Comamonadaceae,Denitratisoma,Dokdonella,Edaphobaculum,Flavobacteriales,Flavobacterium,Flexifilaceae,Gracilibacteria,Holophagae,Hydrogenophaga,Ignavibacteria,Ignavibacteriales,Kapabacteriales,Leadbetterella,Lysobacter,Micavibrionales,Myxococcaceae,Pseudoxanthomonas,Rhizobiales,Rhodobacter,Rhodobacteraceae,Rhodospirillales,Rhodothermaceae,Saprospiraceae,Sphingobacteriales,Spirochaetaceae,Terrimonas,Thauera,Thermomonas,Williamwhitmaniaceae,Zoogloea,alphaI_cluster
Ca_Sarcinithrix,0.02748064909016567,0.006037216963293458,4.975409336891773e-25,1.1433726422506847e-05,1.573289494854214e-08,9.162198515788008e-18,5.615332373233393e-10,1.6607564007896358e-08,7.600790494464414e-24,0.010189991550016611,7.090713918829272e-16,1.0,0.0013488608632252963,3.7449444994507283e-16,1.6701695712367185e-11,0.03062069537012214,0.805068765852491,0.00028746298229391905,2.9079774331647644e-05,1.8185300709072443e-18,1.5042548636907092e-06,1.1263047570787994e-07,0.7208161522192903,2.2279106215489906e-14,0.00019449460652613097,0.0002906932224035587,1.882699713626104e-11,1.947441213411115e-17,0.0003000405297720101,0.0002392110202784687,0.2907077589082404,1.1216305675392028e-07,0.004424723006556197,0.09544416070083961,9.022909859988508e-24,0.18843010573511418,1.597851034619728e-14,4.033502631683764e-10,0.004054722661237685,0.15950441789455677,0.009089697882661877,1.9766026761095876e-20,8.602274542556921e-05,0.05573802819854356,3.89585104171804e-12,6.090178017340239e-24
Chitinophagaceae,0.7516198324327443,0.21617371776342026,1.3792612984703394e-05,0.00373648308678845,0.10070094817793013,8.371890935436606e-05,0.0454328062449887,0.0036828249389015306,0.00039867546842160096,0.9291596786833975,2.0602016316320935e-05,0.0013488608632252963,1.0,7.823089792862524e-05,0.003204904089272108,0.5378513387923414,0.11279024517216832,0.5617863460981897,0.0004423463208362074,1.4900354115350253e-05,3.330318626413684e-05,0.0002927614008886604,0.9668818695572625,0.002235177172080319,0.00018236202674789322,0.8123171974363225,0.0013277046935396713,0.005161714155063962,0.0005413923792424183,0.11805915371034546,0.30621108203350167,0.0161941664561168,0.32651953291124963,0.6292786896649436,0.0012640002095292014,0.012998171006104762,0.05750697658700022,0.0008398710605480777,0.00010842078050320387,0.1744111486461053,0.028965014824652982,0.00015265202568141316,0.26257212143799863,0.1537027895617282,1.939107557044381e-05,0.0029825852912875343
Cloacibacterium,0.029426743685198993,0.01329964568099647,3.1289280495794065e-25,4.3858181076043385e-16,0.006918180557991762,7.911296976852067e-20,4.5151930465041346e-18,2.562216589668407e-20,4.008300065353167e-21,0.0008797682545034159,2.313745398421863e-21,3.7449444994507283e-16,7.823089792862524e-05,1.0,1.6474264681931e-12,0.724117315181093,0.7933510296725238,0.5492421079997737,7.671237457774527e-11,1.2706693470287998e-23,1.1560507539478219e-08,1.6497896142133567e-18,0.4881379657655984,1.1587671449244302e-06,1.3704387201615813e-12,4.082690431192767e-09,1.6344931043947443e-18,1.8340509983258955e-13,1.2149752307198556e-07,9.036977480480614e-08,0.0841693782123354,5.841192769777912e-18,1.3461000140418957e-06,0.39808213165256273,5.540459939397747e-21,0.20845352488798033,1.1561440351440784e-06,1.3952271069058344e-22,9.739098345166664e-06,0.6803602799162279,2.5156810279709532e-09,2.8342604174263303e-25,0.032600983405196335,3.1704558548147844e-06,9.71788053246698e-22,5.526283410723147e-21
Comamonadaceae,0.00021369711401184757,0.7129816634617032,4.303831903629447e-15,0.0002044447949696199,7.304443934112588e-09,2.3460800427752253e-12,6.861924523184025e-16,2.5263834936014453e-09,9.553104060346455e-11,1.1121930003992742e-05,1.9568129361003687e-11,1.6701695712367185e-11,0.003204904089272108,1.6474264681931e-12,1.0,3.334191167009223e-05,0.6771024545724998,0.000318906701804327,0.0034909290230294592,2.360393109774039e-12,0.03953999365452442,1.4539073557506147e-07,0.021043744752745557,3.4593953945172133e-09,0.006913277810632998,0.0090328759702908,2.225794516791483e-10,3.301960279804015e-26,0.041953398083016735,1.0748730576363628e-05,0.08011255035101723,8.83181420585721e-13,1.192508852870442e-07,0.23545342216028434,3.480111853714009e-12,0.7203320491050133,9.048314076651062e-10,8.860028724185896e-07,0.47076467386122256,0.2633290504900877,0.00041743125410728286,2.106457466769319e-17,2.0480301866633996e-08,0.08496321550179547,2.2693216858807e-09,7.299395882128144e-14
Denitratisoma,0.013579989914950612,0.14800284972740863,0.11123968679260214,0.04567601982821582,1.0909012868089388e-09,0.24625164341753775,0.03723329993784635,0.6815251739994118,0.49495514209531627,0.0001372920097028516,0.8383446709778305,0.03062069537012214,0.5378513387923414,0.724117315181093,3.334191167009223e-05,1.0,0.5627108672628198,2.1324051898093535e-14,0.05823366098429199,0.34706932339510876,0.00039063393670659145,0.022780689484271928,0.07581117439161447,0.01887023130993608,1.2813440929724308e-05,0.17174283827454065,0.974745632747394,7.027033607585802e-06,0.0003894076184052678,0.3311340574953683,0.6250629664986748,0.1365901065653751,0.24776415229431628,0.007413154478466377,0.23508039393204558,0.054266939418482714,1.4206964852188608e-05,0.1833671113007194,2.581638344922874e-07,0.003905913135823167,0.06644408231595861,0.13515890515254936,1.788829831123576e-11,0.003800735104652616,0.5313933080028773,0.026227108083129363
Dokdonella,0.8585464343650295,0.7888158798143364,0.7064501540204748,0.3233763687413395,0.011773926332168306,0.41479394643602185,0.8084891709390647,0.3788654000410279,0.3224181061667165,0.005880338663938373,0.14374361134186334,0.805068765852491,0.11279024517216832,0.7933510296725238,0.6771024545724998,0.5627108672628198,1.0,0.9531569740199068,0.04833845507641537,0.8664717631361263,3.780461414313234e-05,0.7509793168900314,1.4150465482287762e-05,0.41136851453031686,0.10187420870108481,0.002394301389593764,0.20520857535425416,0.8764018226572523,2.8314526695641335e-05,0.0004419897177262161,0.045660236513414935,0.0025556530865242116,0.00024422752893996005,0.1731722045649932,0.7143993765911376,5.065097660487579e-05,0.06893057673371056,0.43126584175368854,0.0070557730863776685,0.04223011635485476,1.934855001127101e-06,0.5561136231542696,0.1757653249905144,0.0007654945230992246,0.0349145657718521,0.05427576840173698
Edaphobaculum,0.07267578415623765,0.8220508975357559,0.021366845762221007,0.11130641335855773,2.1238974521611054e-09,0.041910715451000925,0.09835286325477959,0.8568597119269323,0.04545745724895353,0.006059395494665376,0.47015662872676384,0.00028746298229391905,0.5617863460981897,0.5492421079997737,0.000318906701804327,2.1324051898093535e-14,0.9531569740199068,1.0,0.05230313720478344,0.08971642801885046,0.2943707308778439,0.29289708944672044,0.4655184109418245,0.0017981940596143136,0.0002762906181899723,0.022356046929895637,0.5810023954167144,1.0760759179901688e-07,0.11136238665178672,0.3434904739232757,0.4233249425769484,0.3940389865041372,0.4887272408172662,0.951610275090156,0.005027122571363123,0.40673038879974754,2.7130908609998023e-09,0.2393718712659337,0.043355691550796646,7.056456421199519e-07,0.013145246066642653,0.020822576410840708,2.6636519960779316e-09,8.644818250096285e-05,0.5990327931749696,0.0005019927889399701
Flavobacteriales,0.5864033758264396,0.013270872105797504,2.077632229621282e-07,5.5522638225942737e-14,0.19416143891241405,5.785816793390906e-06,1.4163894816807399e-09,1.3336915461700142e-06,5.232136504252999e-07,0.022709259973887477,1.9029664985021392e-08,2.9079774331647644e-05,0.0004423463208362074,7.671237457774527e-11,0.0034909290230294592,0.05823366098429199,0.04833845507641537,0.05230313720478344,1.0,2.3578043991130248e-06,5.706294120743803e-09,1.9652809371415053e-08,0.7903902242802808,0.7280801845714286,1.457790753099715e-13,4.6552554366229664e-07,0.00029042686630907736,0.000665606788713833,1.358789526982201e-06,0.026989395481598642,0.3543851915604472,1.096730888866488e-07,0.021402954782160682,0.1369453296228439,0.00039330193252631445,0.009630409384851707,0.06144588816565296,2.677167931305788e-15,8.392567702823193e-07,0.002390645024039147,0.0017307110730984245,2.9287052515788514e-06,0.9362480221610715,4.974351770213756e-06,9.162641710443906e-13,8.761394826009816e-05
Flavobacterium,0.004969543929561948,0.05839967536251402,2.380469057460474e-25,6.43476140192725e-10,9.506757524079161e-05,1.0436899242691318e-21,6.63088900722264e-14,2.118238385331504e-15,2.1425320427997556e-18,0.005225749284942805,4.510976157759405e-19,1.8185300709072443e-18,1.4900354115350253e-05,1.2706693470287998e-23,2.360393109774039e-12,0.34706932339510876,0.8664717631361263,0.08971642801885046,2.3578043991130248e-06,1.0,2.045406395554017e-07,9.950273639120842e-14,0.5638297210399329,2.073121609002209e-10,7.224730727995958e-09,1.0747736645574076e-05,9.766622571745586e-20,6.196526047063393e-14,5.169880241049945e-06,1.822745719924777e-05,0.04281764354165447,1.2143545648220377e-11,3.8599305670690236e-06,0.11387598736217588,1.3220670764979232e-22,0.3113691263456304,7.0951171808973095e-09,5.6562190248910996e-14,0.0008413589076063684,0.34263848094215127,3.487243745167388e-06,9.302811975090128e-23,0.005072290460758126,0.00050503273105556,3.0261864573585247e-15,1.0762492285900586e-20
Flexifilaceae,0.44706075070176066,0.07950718654614593,7.517170593775402e-09,1.9056406462151683e-06,0.16394423484330106,0.00017793690466130421,0.0006403126088883319,1.0660921444824015e-05,3.2956635965871075e-12,0.09428461127797681,1.8604224539810576e-12,1.5042548636907092e-06,3.330318626413684e-05,1.1560507539478219e-08,0.03953999365452442,0.00039063393670659145,3.780461414313234e-05,0.2943707308778439,5.706294120743803e-09,2.045406395554017e-07,1.0,3.4288198081916595e-08,7.336601758537549e-06,0.0011853872263077113,3.0523909424139926e-13,0.019969522458892865,0.0006680969304922892,0.0055856474434848565,4.419859009905936e-19,0.5212649275590826,0.052952286462182405,0.19720598662297062,0.34855039031605795,0.0007208496737644241,1.286802320675991e-06,2.382746822442067e-06,0.00016932689994705917,3.470161993752312e-12,4.456657813811251e-14,0.49792987916361986,0.40093331679277366,1.4716511022805249e-09,0.8450418475703997,0.07993016403387107,1.2712791558089103e-13,0.000171940731677051
Gracilibacteria,0.03644280001130591,0.05242668602635935,1.589343464772752e-09,8.367204944265918e-15,0.1521862082965231,2.1107657675193924e-12,4.83945148765871e-11,7.906247128040857e-22,1.8078314942749526e-12,0.0006388380966321033,4.132930071290242e-12,1.1263047570787994e-07,0.0002927614008886604,1.6497896142133567e-18,1.4539073557506147e-07,0.022780689484271928,0.7509793168900314,0.29289708944672044,1.9652809371415053e-08,9.950273639120842e-14,3.4288198081916595e-08,1.0,0.4707330018856913,0.00046226402922528294,2.106183780679035e-13,0.00015901625675312275,1.241883541690125e-21,1.4915344891426485e-06,3.5962383159098867e-09,1.7440150670896145e-05,3.2109762137885545e-06,9.159197333531398e-10,6.324472747381634e-08,0.02011085731473566,3.992144994367673e-14,0.0026534270003906544,0.003337114195774685,1.945981823829444e-09,1.1154319283349046e-08,0.24709380623474797,3.143048488354288e-07,8.544384845299905e-11,0.895213794424918,2.855454492186283e-07,5.849091799797082e-11,6.662690582040729e-10
Holophagae,0.2112143309791322,0.5716170203808798,0.9301200398615329,0.5181093983317289,0.3121621891390438,0.011642120170234745,0.07657615622149418,0.5379888631152547,0.3367364969110736,2.1359041969939083e-05,0.6118302755346268,0.7208161522192903,0.9668818695572625,0.4881379657655984,0.021043744752745557,0.07581117439161447,1.4150465482287762e-05,0.4655184109418245,0.7903902242802808,0.5638297210399329,7.336601758537549e-06,0.4707330018856913,1.0,0.8905803023451284,0.48359212093363185,0.10899457307453454,0.024208897299851775,0.06318765393724739,6.190789429475429e-05,0.010579607506183671,0.2708123488674177,2.976204904300817e-05,8.687643752334794e-10,0.0006261051462245715,0.35525198458513296,0.000737392689950717,0.40029684844314856,0.3114116202328887,0.0031507871285817207,0.020419341496250104,1.193730694079043e-05,0.636055287641391,0.13420014400308364,0.002356783261624572,0.2771741682877711,0.16427429474728758
Hydrogenophaga,0.0005285607990885799,0.5411266304545912,9.529310365185147e-13,0.5388249168302864,2.1389226037204506e-08,6.910726614963956e-10,0.0012356250502272635,0.0005798609804392233,9.99788782412341e-12,0.7342939893528531,1.3098649489556742e-10,2.2279106215489906e-14,0.002235177172080319,1.1587671449244302e-06,3.4593953945172133e-09,0.01887023130993608,0.41136851453031686,0.0017981940596143136,0.7280801845714286,2.073121609002209e-10,0.0011853872263077113,0.00046226402922528294,0.8905803023451284,1.0,0.01726899985797514,0.31593250991291166,2.771512316304164e-07,6.87045252393683e-09,0.0019456300972530748,0.038935729910725025,0.3666002559209243,0.0158749154037063,0.14801235018092074,0.0017174137243408767,4.77294554647535e-15,0.3171860912069071,5.973750265662029e-12,0.0002397709791900584,0.16962152861432006,0.004201655795492308,0.09871307466874664,2.915787448800651e-12,3.408365568627512e-05,0.9053585412477921,9.84514122157604e-07,8.646174995299202e-10
Ignavibacteria,0.11191247762519818,0.6056429390558064,6.633770699572845e-09,8.551211302922557e-10,0.5505239107120846,5.119686951465744e-07,1.368941004382169e-05,4.094115894319502e-08,2.070719111130929e-09,0.803863172434247,1.2453749412168873e-16,0.00019449460652613097,0.00018236202674789322,1.3704387201615813e-12,0.006913277810632998,1.2813440929724308e-05,0.10187420870108481,0.0002762906181899723,1.457790753099715e-13,7.224730727995958e-09,3.0523909424139926e-13,2.106183780679035e-13,0.48359212093363185,0.01726899985797514,1.0,5.7144484898219374e-08,7.581234940693623e-08,0.02360682812459222,2.9290690439938577e-12,0.28447326973463316,0.06986428879686715,9.25578102936912e-05,0.03846020206072231,0.04177524160810206,9.117338049967584e-07,0.00046298952153086046,0.22284502324442487,1.2030517683299793e-18,2.6095583658879587e-08,0.006823901381752417,6.77751862884216e-05,4.933895938601025e-09,0.17188743180816843,2.0866135407732115e-06,1.2022040680975086e-17,0.00016559478148671754
Ignavibacteriales,0.533467212638436,0.019916309105076118,2.4598428038398536e-06,1.5681866235707356e-12,0.3325011609648586,0.0002133049055480074,1.3278945891840318e-08,2.5483143685495533e-07,5.7068230101553096e-05,0.017898894225626613,1.2133241108194317e-05,0.0002906932224035587,0.8123171974363225,4.082690431192767e-09,0.0090328759702908,0.17174283827454065,0.002394301389593764,0.022356046929895637,4.6552554366229664e-07,1.0747736645574076e-05,0.019969522458892865,0.00015901625675312275,0.10899457307453454,0.31593250991291166,5.7144484898219374e-08,1.0,7.280727412305982e-05,0.005447655797351042,0.10611229385459489,7.685786737739785e-05,0.6436623266260137,4.026549306986216e-09,2.1752815742467727e-05,0.16080883262365542,0.00012593526475694662,0.18297577656612798,0.4751302504296168,9.904989293384636e-13,0.5087011982124006,1.6771263128824156e-06,3.566728964246431e-11,1.4074680300217365e-05,0.4205598004291963,6.560731529272714e-14,9.622571847186677e-09,2.0816987616200658e-06
Kapabacteriales,0.0017116103750281248,0.03627244101766169,1.3378504642095443e-12,7.605777446194831e-10,0.004246663759794611,5.6108810696533106e-21,4.917918421291141e-10,1.0074974454473033e-17,3.5249987237153554e-14,2.121951158801677e-05,7.244945350417561e-13,1.882699713626104e-11,0.0013277046935396713,1.6344931043947443e-18,2.225794516791483e-10,0.974745632747394,0.20520857535425416,0.5810023954167144,0.00029042686630907736,9.766622571745586e-20,0.0006680969304922892,1.241883541690125e-21,0.024208897299851775,2.771512316304164e-07,7.581234940693623e-08,7.280727412305982e-05,1.0,9.695758113092305e-10,3.883822013209513e-05,2.4764192995287827e-05,0.00011130550081063,1.5780322482464492e-12,2.225794516791483e-10,0.003619567444198386,3.4678096940622533e-22,0.12312977951252006,9.286246154702295e-05,2.6036387146743015e-08,0.0012929085889770461,0.7459379217242217,1.7311092534577076e-08,1.7918555018290665e-13,0.12714965514287843,1.167739568183842e-05,9.401973085614832e-10,3.5502254309883765e-17
Leadbetterella,0.007126386309493085,0.07599046689206689,8.217363272959302e-17,0.0001074982240778418,1.521898929783839e-10,1.6260985788723794e-13,5.945764875153172e-18,8.289886706886353e-09,1.8477892510930496e-14,2.3621553102417605e-06,1.9092505278203379e-10,1.947441213411115e-17,0.005161714155063962,1.8340509983258955e-13,3.301960279804015e-26,7.027033607585802e-06,0.8764018226572523,1.0760759179901688e-07,0.000665606788713833,6.196526047063393e-14,0.0055856474434848565,1.4915344891426485e-06,0.06318765393724739,6.87045252393683e-09,0.02360682812459222,0.005447655797351042,9.695758113092305e-10,1.0,0.04929185793133962,1.923119074221577e-06,0.17716565588243086,2.405741408844905e-12,6.8008401865930205e-06,0.5253815479829953,3.8847758603360935e-17,0.8966217561488341,8.419299250548373e-14,3.280360861102011e-07,0.28723966264229667,0.10245159851882761,0.00462380241830733,4.488436355972393e-17,1.0350420833474444e-10,0.15698294692990045,3.3604962708926663e-09,1.2780822448485748e-17
