asv,asv_len,best_cosine,abundance,midas_genus,besthit_genus,genus_best_concordant,genus_any20_concordant,genus_evaluable,midas_family,besthit_family,family_best_concordant,family_any20_concordant,family_evaluable,midas_order,besthit_order,order_best_concordant,order_any20_concordant,order_evaluable,midas_class,besthit_class,class_best_concordant,class_any20_concordant,class_evaluable,midas_phylum,besthit_phylum,phylum_best_concordant,phylum_any20_concordant,phylum_evaluable
00f36962721c382fa009aab208745ba0,375,0.9995,0.00067,midas_g_10988,,False,False,False,Microtrichaceae,Microthrixaceae,False,False,True,Microtrichales,Acidimicrobiales,False,False,True,Acidimicrobiia,Acidimicrobiia,True,True,True,Actinobacteriota,Actinomycetota,False,False,True
00f9ebbd116e56c9858776b48b74565e,396,0.9922,0.000257,Luteimonas,Stenotrophomonas,False,False,True,Xanthomonadaceae,Lysobacteraceae,False,False,True,Xanthomonadales,Lysobacterales,False,False,True,Gammaproteobacteria,Gammaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
00fb9aad4ff840201dfcb1ca02405c04,543,0.8018,0.094334,nan,,False,False,False,nan,Atopobiaceae,False,False,False,nan,Coriobacteriales,False,False,False,nan,Coriobacteriia,False,False,False,nan,Actinomycetota,False,False,False
010986139ed60489250b7a421e4d63d9,370,0.9985,0.000257,midas_g_6110,,False,False,False,Spirochaetaceae,,False,True,True,Spirochaetales,,False,True,True,Spirochaetia,,False,True,True,Spirochaetota,Bacillota,False,True,True
010c4e8cfb1c11912d23e854660dd57b,374,0.9932,0.000525,nan,,False,False,False,Comamonadaceae,,False,False,True,Burkholderiales,,False,True,True,Gammaproteobacteria,,False,True,True,Proteobacteria,,False,True,True
011befe1668bc005622daeaefd053a7b,373,0.9946,0.002022,nan,,False,False,False,midas_f_2290,,False,False,False,Ca_Shapirobacteria,,False,False,True,Microgenomatia,,False,False,True,Patescibacteria,,False,False,True
012538fa4337eb1e9e3874a2e0792491,393,0.9907,0.00121,Rhodobacter,Nitratireductor,False,False,True,Rhodobacteraceae,Phyllobacteriaceae,False,False,True,Rhodobacterales,Hyphomicrobiales,False,False,True,Alphaproteobacteria,Alphaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
0138936a169c4a0914606cedbcd38fa6,377,0.999,0.000476,midas_g_399,,False,False,False,midas_f_5,,False,False,False,midas_o_5,Candidatus Nanopelagicales,False,False,False,Actinobacteria,Actinomycetes,False,False,True,Actinobacteriota,Actinomycetota,False,False,True
01678bd1450874fd4ee087d0d2ee5349,371,0.998,0.000794,Desulfovibrio,Megalodesulfovibrio,False,True,True,Desulfovibrionaceae,Desulfovibrionaceae,True,True,True,Desulfovibrionales,Desulfovibrionales,True,True,True,Desulfovibrionia,Desulfovibrionia,True,True,True,Desulfobacterota,Thermodesulfobacteriota,False,False,True
016fa797236db441417c96f55f929969,374,0.998,0.00154,midas_g_9443,,False,False,False,midas_f_9443,,False,False,False,0319-6G20,,False,False,True,Oligoflexia,,False,True,True,Bdellovibrionota,Pseudomonadota,False,True,True
01a7c19fe64d4300e6e5a8a7280a10bb,372,1.0,0.01969,nan,Comamonas,False,False,False,Comamonadaceae,Comamonadaceae,True,True,True,Burkholderiales,Burkholderiales,True,True,True,Gammaproteobacteria,Betaproteobacteria,False,False,True,Proteobacteria,Pseudomonadota,True,True,True
01e6385565684b446c620b0be139197b,543,0.8086,0.137248,nan,,False,False,False,nan,Atopobiaceae,False,False,False,nan,Coriobacteriales,False,False,False,nan,Coriobacteriia,False,False,False,nan,Actinomycetota,False,False,False
0201ad826209ed7fb2b6de607f76957e,374,0.9961,0.00132,Anaerolinea,,False,False,True,Anaerolineaceae,Anaerolineaceae,True,True,True,Anaerolineales,Anaerolineales,True,True,True,Anaerolineae,Anaerolineae,True,True,True,Chloroflexi,Chloroflexota,True,True,True
0203cb85481b6a76d794ca9f1001c499,368,0.999,0.012322,midas_g_45449,,False,False,False,midas_f_45449,,False,False,False,midas_o_40607,,False,False,False,Pla4_lineage,,False,False,True,Planctomycetota,candidate division WWE3,False,True,True
024ff7a3d8178eb2902938d9b3559288,375,0.9995,0.000938,midas_g_3281,,False,False,False,midas_f_5,,False,False,False,midas_o_5,,False,False,False,Actinobacteria,Actinomycetes,False,False,True,Actinobacteriota,Actinomycetota,False,False,True
026170bed2fa94c8277a5244500b93cd,374,0.9985,0.0011,Aquimonas,Microcoleus,False,True,True,Rhodanobacteraceae,Microcoleaceae,False,True,True,Xanthomonadales,Oscillatoriales,False,False,True,Gammaproteobacteria,Cyanophyceae,False,True,True,Proteobacteria,Cyanobacteriota,False,True,True
026600da36b900cf6ff6ee481b90793a,374,1.0,0.003235,Methylotenera,,False,True,True,Methylophilaceae,,False,True,True,Burkholderiales,,False,False,True,Gammaproteobacteria,Betaproteobacteria,False,True,True,Proteobacteria,Pseudomonadota,True,True,True
027118164bf6cedbd3fbb210686cc4a4,374,0.9985,0.001415,nan,,False,False,False,Anaerolineaceae,,False,True,True,Anaerolineales,,False,True,True,Anaerolineae,Anaerolineae,True,True,True,Chloroflexi,Chloroflexota,True,True,True
027867aaaa14717d1963e634425f886e,372,0.9985,0.002636,Amaricoccus,,False,True,True,Rhodobacteraceae,,False,False,True,Rhodobacterales,,False,True,True,Alphaproteobacteria,Alphaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
02969019e96fef0fe3e2f02f38316afa,372,0.9946,0.00061,nan,,False,False,False,Gemmataceae,,False,True,True,Gemmatales,,False,True,True,Planctomycetes,,False,False,True,Planctomycetota,Acidobacteriota,False,True,True
02b7af11150741f6de128690c4aa3340,372,0.999,0.000407,nan,Limnohabitans,False,False,False,Comamonadaceae,Comamonadaceae,True,True,True,Burkholderiales,Burkholderiales,True,True,True,Gammaproteobacteria,Betaproteobacteria,False,False,True,Proteobacteria,Pseudomonadota,True,True,True
02ba8019542c93b74df972fc25fe10af,391,0.9951,0.000791,Azospira,,False,False,True,Rhodocyclaceae,Rhodocyclaceae,True,True,True,Burkholderiales,Rhodocyclales,False,True,True,Gammaproteobacteria,Betaproteobacteria,False,False,True,Proteobacteria,Pseudomonadota,True,True,True
02da44e500ade6eb6bd919f883d0dd32,374,0.9941,0.000425,midas_g_50688,,False,False,False,midas_f_12777,,False,False,False,SBR1031,Anaerolineales,False,False,True,Anaerolineae,Anaerolineae,True,True,True,Chloroflexi,Chloroflexota,True,True,True
02f9493dbcd235f6075e0e3ae622c7ca,374,0.998,0.04206,midas_g_8315,Holophaga,False,False,False,Holophagaceae,Holophagaceae,True,True,True,Holophagales,Holophagales,True,True,True,Holophagae,Holophagae,True,True,True,Acidobacteriota,Acidobacteriota,True,True,True
030b136dcdd837ecdce0a7a95adc2d56,374,1.0,0.000489,nan,,False,False,False,midas_f_35381,,False,False,False,midas_o_35381,,False,False,False,OM190,,False,False,True,Planctomycetota,Planctomycetota,True,True,True
03174ff6cb4a5f7bcc5b7e4ef924c60e,392,0.9976,0.003222,Thauera,Thauera,True,True,True,Rhodocyclaceae,Zoogloeaceae,False,True,True,Burkholderiales,Rhodocyclales,False,False,True,Gammaproteobacteria,Betaproteobacteria,False,False,True,Proteobacteria,Pseudomonadota,True,True,True
032641f730d95c79b76dd4cbae0c246d,375,0.9995,0.000595,midas_g_8808,,False,False,False,Isosphaeraceae,,False,True,True,Isosphaerales,,False,True,True,Planctomycetes,,False,False,True,Planctomycetota,Verrucomicrobiota,False,True,True
033af4ac7057fa72e75b20588418c9ce,372,0.9976,0.061657,midas_g_27875,,False,False,False,Saprospiraceae,,False,True,True,Chitinophagales,,False,True,True,Bacteroidia,,False,False,True,Bacteroidota,Minisyncoccota,False,True,True
034e485b2f313e4a9185045f02cc7220,374,0.9985,0.001312,Anaeromyxobacter,,False,True,True,Anaeromyxobacteraceae,Myxococcaceae,False,True,True,Myxococcales,Myxococcales,True,True,True,Myxococcia,Myxococcia,True,True,True,Myxococcota,Myxococcota,True,True,True
0352c42e74bd96a671fe5854263a5f5e,378,1.0,0.001111,nan,Methanobrevibacter,False,False,False,Methanobacteriaceae,Methanobacteriaceae,True,True,True,Methanobacteriales,Methanobacteriales,True,True,True,Methanobacteria,Methanobacteria,True,True,True,Euryarchaeota,Methanobacteriota,True,True,True
038885272dbaefde0423e01959faac01,369,0.9941,0.000607,midas_g_57021,,False,False,False,midas_f_28139,,False,False,False,Ca_Collierbacteria,Pseudomonadales,False,False,True,Microgenomatia,Gammaproteobacteria,False,False,True,Patescibacteria,Pseudomonadota,False,False,True
039bd133ce59253899414b6c8ba6d67e,372,0.9956,0.230415,midas_g_55441,,False,False,False,midas_f_31,,False,False,False,SJA-28,,False,False,True,Ignavibacteria,Ignavibacteria,True,True,True,Bacteroidota,Ignavibacteriota,False,True,True
039cb9ac8d5af2c99ca408814ddc77d1,374,0.9995,0.003842,Thauera,Thauera,True,True,True,Rhodocyclaceae,Zoogloeaceae,False,False,True,Burkholderiales,Rhodocyclales,False,False,True,Gammaproteobacteria,Betaproteobacteria,False,False,True,Proteobacteria,Pseudomonadota,True,True,True
03ba4c458f3389eca8eb21b22290ed10,373,0.9995,0.004246,Syntrophorhabdus,,False,False,True,Syntrophorhabdaceae,,False,True,True,Syntrophorhabdales,,False,True,True,Syntrophorhabdia,Myxococcia,False,True,True,Desulfobacterota,Myxococcota,False,False,True
03bed64096e13e23200fd80d0ae715cb,375,0.9946,0.00047,midas_g_5391,,False,False,False,midas_f_5391,,False,False,False,Saccharimonadales,,False,False,True,Saccharimonadia,,False,True,True,Patescibacteria,Candidatus Saccharimonadota,False,False,True
03d60eb1912411d9516686d1c0e8d77a,374,0.999,0.005424,Thauera,Thauera,True,True,True,Rhodocyclaceae,Zoogloeaceae,False,True,True,Burkholderiales,Rhodocyclales,False,True,True,Gammaproteobacteria,Betaproteobacteria,False,False,True,Proteobacteria,Pseudomonadota,True,True,True
03ed5312cd679b937d3c7931ab12461a,372,0.9902,0.000607,nan,,False,False,False,nan,,False,False,False,RBG-13-54-9,,False,False,True,Anaerolineae,,False,True,True,Chloroflexi,Bacillota,False,True,True
03f4e6a353b02382d205f0d832831e81,370,1.0,0.0005,Macellibacteroides,Macellibacteroides,True,True,True,Tannerellaceae,Porphyromonadaceae,False,True,True,Bacteroidales,Bacteroidales,True,True,True,Bacteroidia,Bacteroidia,True,True,True,Bacteroidota,Bacteroidota,True,True,True
03f77fdbf7ce18584760066d1364d36c,376,0.999,0.001574,midas_g_46393,,False,False,False,midas_f_46393,,False,False,False,Ca_Pacebacteria,Pseudomonadales,False,False,True,Microgenomatia,Gammaproteobacteria,False,False,True,Patescibacteria,Pseudomonadota,False,False,True
03fd988de7a0981d1db2c0b6d206c259,373,0.9971,0.027864,midas_g_2019,,False,False,False,midas_f_2019,,False,False,False,Micavibrionales,,False,False,True,Alphaproteobacteria,,False,True,True,Proteobacteria,Pseudomonadota,True,True,True
040c74eae6a3629f697268413ded437a,372,0.9985,0.000502,midas_g_7101,Pinisolibacter,False,False,False,Pleomorphomonadaceae,Ancalomicrobiaceae,False,False,True,Rhizobiales,Hyphomicrobiales,False,False,True,Alphaproteobacteria,Alphaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
042ad52e2c8d4dce2d2cc2e796463849,370,0.9985,0.00732,Flavobacterium,Paenimyroides,False,True,True,Flavobacteriaceae,Flavobacteriaceae,True,True,True,Flavobacteriales,Flavobacteriales,True,True,True,Bacteroidia,Flavobacteriia,False,False,True,Bacteroidota,Bacteroidota,True,True,True
0435b3a5879a68e5afbc66915ecda61d,369,1.0,0.100678,Lacihabitans,,False,True,True,Spirosomaceae,Cytophagaceae,False,False,True,Cytophagales,Cytophagales,True,True,True,Bacteroidia,Cytophagia,False,True,True,Bacteroidota,Bacteroidota,True,True,True
04790f5aba82b91059a546812ad694dc,369,1.0,0.001574,Fusibacter,,False,True,True,Fusibacteraceae,,False,True,True,Peptostreptococcales-Tissierellales,,False,False,True,Clostridia,,False,True,True,Firmicutes,candidate division WWE3,False,True,True
0480b6a16673d25ac01d1da0b2833512,374,0.999,0.101914,Sulfuritalea,,False,True,True,Rhodocyclaceae,,False,True,True,Burkholderiales,,False,False,True,Gammaproteobacteria,,False,True,True,Proteobacteria,Pseudomonadota,True,True,True
0493af645ecdf91cff6896ec5d5aca21,372,0.9883,0.000478,nan,Commensalibacter,False,False,False,nan,Acetobacteraceae,False,False,False,nan,Acetobacterales,False,False,False,Alphaproteobacteria,Alphaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
049a47aba1aa118b203038be18526b1b,368,0.9985,0.004044,midas_g_171,,False,False,False,midas_f_31,,False,False,False,SJA-28,,False,False,True,Ignavibacteria,,False,True,True,Bacteroidota,Verrucomicrobiota,False,True,True
049e6f182990799b700d79450499710f,372,1.0,0.029903,Ensifer,Ensifer,True,True,True,Rhizobiaceae,Rhizobiaceae,True,True,True,Rhizobiales,Hyphomicrobiales,False,False,True,Alphaproteobacteria,Alphaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
04bc2a095282907ef4df7a2a9447166f,374,1.0,0.001726,midas_g_467,,False,False,False,Anaerolineaceae,,False,True,True,Anaerolineales,,False,True,True,Anaerolineae,Oligoflexia,False,True,True,Chloroflexi,Bdellovibrionota,False,True,True
04c76aef3814297a297700d39de56c6c,370,0.998,0.130689,midas_g_39476,,False,False,False,Spirochaetaceae,,False,True,True,Spirochaetales,Desulfobacterales,False,True,True,Spirochaetia,Desulfobacteria,False,True,True,Spirochaetota,Thermodesulfobacteriota,False,True,True
04cf15134dd14ddeb54a2e95c09d4349,370,1.0,0.001411,Sphingobacterium,Sphingobacterium,True,True,True,Sphingobacteriaceae,Sphingobacteriaceae,True,True,True,Sphingobacteriales,Sphingobacteriales,True,True,True,Bacteroidia,Sphingobacteriia,False,False,True,Bacteroidota,Bacteroidota,True,True,True
04dee080600d54204c5137107b0f3bc7,372,0.9897,0.000397,nan,,False,False,False,Rhizobiaceae,Paracoccaceae,False,False,True,Rhizobiales,Rhodobacterales,False,False,True,Alphaproteobacteria,Alphaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
04f5c0bee93d6ee05c38c74e0bc674ce,372,0.999,0.003487,Paracoccus,Paracoccus,True,True,True,Rhodobacteraceae,Paracoccaceae,False,False,True,Rhodobacterales,Rhodobacterales,True,True,True,Alphaproteobacteria,Alphaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
04f675d15a1bc17e4b7e8c7893e1a816,374,0.9956,0.002381,SM1A02,,False,False,True,Phycisphaeraceae,,False,True,True,Phycisphaerales,Phycisphaerales,True,True,True,Phycisphaerae,Phycisphaerae,True,True,True,Planctomycetota,Planctomycetota,True,True,True
04f9300ab6041a85696e8ea5a232b1cb,372,0.9995,0.015232,Inhella,Inhella,True,True,True,Comamonadaceae,Sphaerotilaceae,False,True,True,Burkholderiales,Burkholderiales,True,True,True,Gammaproteobacteria,Betaproteobacteria,False,False,True,Proteobacteria,Pseudomonadota,True,True,True
0501fa310449443c35bacacdd60bbf34,391,0.9917,0.039169,Ca_Competibacter,,False,False,True,Competibacteraceae,,False,True,True,Competibacterales,,False,False,True,Gammaproteobacteria,Gammaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
0502fdd9c919fd2982a93b66cda6697d,372,0.9844,0.000404,midas_g_83150,Hyphomicrobium,False,False,False,midas_f_83150,Hyphomicrobiaceae,False,False,False,Bacillales,Hyphomicrobiales,False,False,True,Bacilli,Alphaproteobacteria,False,False,True,Firmicutes,Pseudomonadota,False,True,True
051d14c7d7e9a5358e8da8a52b48bca3,370,0.9976,0.001005,nan,,False,False,False,Marinilabiliaceae,Marinilabiliaceae,True,True,True,Bacteroidales,Marinilabiliales,False,True,True,Bacteroidia,Bacteroidia,True,True,True,Bacteroidota,Bacteroidota,True,True,True
0522f424a0ae2c7f046c5bcafebbc0ca,374,0.9995,0.007076,Ca_Villigracilis,,False,False,True,Anaerolineaceae,,False,False,True,Anaerolineales,,False,True,True,Anaerolineae,,False,True,True,Chloroflexi,,False,True,True
0528c8d6cf081ba719cf96cb550150fb,374,0.9995,0.069188,Azonexus,Dechloromonas,False,True,True,Rhodocyclaceae,Azonexaceae,False,True,True,Burkholderiales,Rhodocyclales,False,False,True,Gammaproteobacteria,Betaproteobacteria,False,False,True,Proteobacteria,Pseudomonadota,True,True,True
053bd1513e7a8fbb621acfa37d09c4b2,370,0.9922,0.01202,nan,,False,False,False,nan,,False,False,False,nan,Bacteroidales,False,False,False,Bacteroidia,Bacteroidia,True,True,True,Bacteroidota,Bacteroidota,True,True,True
05797ff5d08a4c360d45bd689238c2f1,370,0.9893,0.000938,nan,Candidatus Nasuia,False,False,False,nan,,False,False,False,nan,,False,False,False,nan,Betaproteobacteria,False,False,False,nan,Pseudomonadota,False,False,False
057bcefe7d185d0daf7b610144b1fa59,374,0.9995,0.049875,midas_g_859,,False,False,False,JG30-KF-CM45,,False,False,True,Thermomicrobiales,,False,True,True,Chloroflexia,Chloroflexia,True,True,True,Chloroflexi,Chloroflexota,True,True,True
05b92f31a7635c80f9228282dfe2b96b,374,0.9951,0.035234,midas_g_25102,,False,False,False,Flexifilaceae,,False,False,True,SBR1031,,False,False,True,Anaerolineae,Chloroflexia,False,False,True,Chloroflexi,Chloroflexota,True,True,True
05c2b2196ce76f5eab58355bd11f5964,386,0.9917,0.001494,midas_g_61007,,False,False,False,midas_f_15723,,False,False,False,JGI_0000069-P22,,False,False,True,Gracilibacteria,,False,False,True,Patescibacteria,,False,False,True
05fd476024a64f2da18888c8cd557724,391,0.9805,0.000305,Terrimonas,Ferruginibacter,False,False,True,Chitinophagaceae,Chitinophagaceae,True,True,True,Chitinophagales,Chitinophagales,True,True,True,Bacteroidia,Chitinophagia,False,True,True,Bacteroidota,Bacteroidota,True,True,True
060668a761747dc3cbb3600cf5edeb83,371,0.998,0.000809,Ca_Omnitrophus,,False,False,True,Omnitrophaceae,,False,False,True,Omnitrophales,,False,False,True,Omnitrophia,,False,False,True,Verrucomicrobiota,Candidatus Omnitrophota,False,False,True
0620149226837b0dc24e722a745740cf,372,0.999,0.002179,SH-PL14,,False,False,True,Rubinisphaeraceae,Planctomycetaceae,False,False,True,Planctomycetales,Planctomycetales,True,True,True,Planctomycetes,Planctomycetia,False,False,True,Planctomycetota,Planctomycetota,True,True,True
06288435b328d35994bcc8f72ea0fc3a,370,0.999,0.143133,nan,,False,False,False,Bacteroidetes_vadinHA17,,False,False,True,Bacteroidales,Bacteroidales,True,True,True,Bacteroidia,Bacteroidia,True,True,True,Bacteroidota,Bacteroidota,True,True,True
062e7dbc610b8b01dd84f42a754d5060,370,1.0,0.010311,Terrimonas,,False,True,True,Chitinophagaceae,Chitinophagaceae,True,True,True,Chitinophagales,Chitinophagales,True,True,True,Bacteroidia,Chitinophagia,False,False,True,Bacteroidota,Bacteroidota,True,True,True
063669beab0e471ace7cbc32283416e9,372,1.0,0.018803,Brevundimonas,Brevundimonas,True,True,True,Caulobacteraceae,Caulobacteraceae,True,True,True,Caulobacterales,Caulobacterales,True,True,True,Alphaproteobacteria,Alphaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
0639fb06d056d80fbc504c42c4169a68,371,0.998,0.003202,Persicitalea,Ravibacter,False,False,True,Spirosomaceae,Spirosomataceae,False,False,True,Cytophagales,Cytophagales,True,True,True,Bacteroidia,Cytophagia,False,False,True,Bacteroidota,Bacteroidota,True,True,True
063e3c61d923929c5cba4b90a947805a,374,0.9985,0.206766,Ca_Villigracilis,,False,False,True,Anaerolineaceae,,False,True,True,Anaerolineales,Anaerolineales,True,True,True,Anaerolineae,Anaerolineae,True,True,True,Chloroflexi,Chloroflexota,True,True,True
065262b748557031f638872e76923c72,372,1.0,0.018216,Reyranella,,False,True,True,Reyranellaceae,,False,True,True,Reyranellales,,False,False,True,Alphaproteobacteria,,False,True,True,Proteobacteria,Pseudomonadota,True,True,True
0654e615fe3e9b0487505848dc4dbb78,372,0.9995,0.002645,Mesorhizobium,Mesorhizobium,True,True,True,Rhizobiaceae,Phyllobacteriaceae,False,True,True,Rhizobiales,Hyphomicrobiales,False,False,True,Alphaproteobacteria,Alphaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
065a98742b20d730265fb45221fd34c4,372,1.0,0.033994,Paracoccus,Paracoccus,True,True,True,Rhodobacteraceae,Paracoccaceae,False,False,True,Rhodobacterales,Rhodobacterales,True,True,True,Alphaproteobacteria,Alphaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
06894625cc4725640c9c1bba0d9aefc8,372,0.999,0.001466,Defluviicoccus,,False,False,True,Defluviicoccaceae,,False,False,True,Defluviicoccales,,False,False,True,Alphaproteobacteria,Verrucomicrobiia,False,True,True,Proteobacteria,Verrucomicrobiota,False,True,True
06c4ab89a8abc60620b11d6b8eea8592,376,0.9995,0.001501,CL500-29_marine_group,,False,False,True,Ilumatobacteraceae,Acidimicrobiaceae,False,True,True,Microtrichales,Acidimicrobiales,False,False,True,Acidimicrobiia,Acidimicrobiia,True,True,True,Actinobacteriota,Actinomycetota,False,False,True
06ccbfa9dbe3fb9fac793fe2c480825c,374,0.9961,0.012446,Anaerolinea,,False,False,True,Anaerolineaceae,Anaerolineaceae,True,True,True,Anaerolineales,Anaerolineales,True,True,True,Anaerolineae,Anaerolineae,True,True,True,Chloroflexi,Chloroflexota,True,True,True
06d64517fda152cd491385c24677d09a,543,0.8105,0.324149,nan,,False,False,False,nan,Atopobiaceae,False,False,False,nan,Coriobacteriales,False,False,False,nan,Coriobacteriia,False,False,False,nan,Actinomycetota,False,False,False
06e148ad8b35489ea97e51ef733e9550,370,1.0,0.001313,Macellibacteroides,Macellibacteroides,True,True,True,Tannerellaceae,Porphyromonadaceae,False,True,True,Bacteroidales,Bacteroidales,True,True,True,Bacteroidia,Bacteroidia,True,True,True,Bacteroidota,Bacteroidota,True,True,True
06e4bf90950ed9dead32a26e0b26aa88,374,0.9956,0.000563,Bdellovibrio,,False,True,True,Bdellovibrionaceae,,False,False,True,Bdellovibrionales,Bdellovibrionales,True,True,True,Bdellovibrionia,Bdellovibrionia,True,True,True,Bdellovibrionota,Bdellovibrionota,True,True,True
06e777dc86f294846df60a1bdcfe6530,369,0.9966,0.002329,Leadbetterella,Marinobacter,False,True,True,Spirosomaceae,Marinobacteraceae,False,False,True,Cytophagales,Pseudomonadales,False,True,True,Bacteroidia,Gammaproteobacteria,False,False,True,Bacteroidota,Pseudomonadota,False,True,True
06f43456e63206281ba1162e4e6d66d4,374,0.9976,0.001196,midas_g_5853,Candidatus Thiodiazotropha,False,False,False,midas_f_27,Sedimenticolaceae,False,False,False,Run-SP154,Chromatiales,False,False,True,Gammaproteobacteria,Gammaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
06f8906355750050f44895281f3523fb,370,0.9995,0.000809,Pedobacter,Daejeonella,False,False,True,Sphingobacteriaceae,Sphingobacteriaceae,True,True,True,Sphingobacteriales,Sphingobacteriales,True,True,True,Bacteroidia,Sphingobacteriia,False,False,True,Bacteroidota,Bacteroidota,True,True,True
0706c8897410dc86c4fe695f43953448,374,0.9956,0.000733,Neochlamydia,,False,False,True,Parachlamydiaceae,Parachlamydiaceae,True,True,True,Chlamydiales,Parachlamydiales,False,True,True,Chlamydiae,Chlamydiia,False,False,True,Verrucomicrobiota,Chlamydiota,False,True,True
070f6743fd9c43985346d7912cd11526,374,0.9995,0.003235,Coxiella,,False,True,True,Coxiellaceae,,False,True,True,Coxiellales,,False,False,True,Gammaproteobacteria,Gammaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
0717fa5cad93ab5cb1a3e9929e7014c1,392,0.9976,0.000489,midas_g_1334,,False,False,False,midas_f_1334,Gemmatimonadaceae,False,False,False,PB19,Gemmatimonadales,False,False,True,Desulfuromonadia,Gemmatimonadia,False,True,True,Desulfobacterota,Gemmatimonadota,False,False,True
071b20ea2fe191bc56e1001e3c3ef244,372,0.9995,0.014495,Ca_Competibacter,,False,True,True,Competibacteraceae,,False,True,True,Competibacterales,,False,False,True,Gammaproteobacteria,Gammaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
07246a1fc2c2fed9e54374f5ee46c333,375,0.9995,0.050561,nan,Phycicoccus,False,False,False,Intrasporangiaceae,Intrasporangiaceae,True,True,True,Micrococcales,Micrococcales,True,True,True,Actinobacteria,Actinomycetes,False,False,True,Actinobacteriota,Actinomycetota,False,False,True
0740074747aaa37414ce56733c3f3259,372,0.9995,0.020576,Ca_Competibacter,,False,True,True,Competibacteraceae,,False,True,True,Competibacterales,,False,False,True,Gammaproteobacteria,Gammaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
