asv,asv_len,midas_genus,best_hit_organism,best_cosine,naive_best_cosine,genus_concordant,novel,best_taxon_id,best_n_genomes
0203cb85481b6a76d794ca9f1001c499,368,midas_g_45449,uncultured candidate division WWE3 bacterium SRR6007446_bin.103_CONCOCT_v1.1_MAG,0.999,0.9937,False,False,422285.0,1
024ff7a3d8178eb2902938d9b3559288,375,midas_g_3281,uncultured Actinomycetes bacterium MFD09779.bin.2.78,0.9995,0.9927,False,False,152507.0,1
026170bed2fa94c8277a5244500b93cd,374,aquimonas,Microcoleus sp. AT13-A5 AT13_A5,0.9985,0.9907,False,False,2818590.0,1
026600da36b900cf6ff6ee481b90793a,374,methylotenera,uncultured beta proteobacterium MFD04716.bin.1.308,1.0,0.9849,False,False,86027.0,3
027118164bf6cedbd3fbb210686cc4a4,374,anaerolineaceae,Anaerolineae bacterium MS_R1_8,0.9985,0.9893,False,False,2052143.0,1
027867aaaa14717d1963e634425f886e,372,amaricoccus,uncultured Alphaproteobacteria bacterium MFD05442.bin.2.162,0.9985,0.9932,False,False,91750.0,1
02969019e96fef0fe3e2f02f38316afa,372,gemmataceae,Acidobacteria bacterium strain MAG79,0.9946,0.9897,False,False,1978231.0,4
02b7af11150741f6de128690c4aa3340,372,comamonadaceae,Limnohabitans sp. Rim47,0.999,0.9961,False,False,1100721.0,2
02ba8019542c93b74df972fc25fe10af,391,azospira,Rhodocyclaceae bacterium Ace_metabat.bin.7,0.9951,0.9902,False,False,1898103.0,1
02da44e500ade6eb6bd919f883d0dd32,374,midas_g_50688,Anaerolineales bacterium strain H2_CFX3,0.9941,0.9868,False,False,2073117.0,1
02f9493dbcd235f6075e0e3ae622c7ca,374,midas_g_8315,uncultured Holophaga sp. c3c763bb-72ba-4188-aae9-c4b83244ba6d,0.998,0.9883,False,False,188475.0,1
030b136dcdd837ecdce0a7a95adc2d56,374,midas_f_35381,Planctomycetes bacterium strain new MAG-33,1.0,0.9897,False,False,2026780.0,1
03174ff6cb4a5f7bcc5b7e4ef924c60e,392,thauera,Thauera sp. WH-2,0.9976,0.9932,True,False,3401574.0,1
032641f730d95c79b76dd4cbae0c246d,375,midas_g_8808,Verrucomicrobia bacterium ADurb.Bin474,0.9995,0.9854,False,False,1852931.0,1
033af4ac7057fa72e75b20588418c9ce,372,midas_g_27875,Candidatus Paceibacterota bacterium UR_AS_maxbin.219,0.9976,0.9941,False,False,2053589.0,1
034e485b2f313e4a9185045f02cc7220,374,anaeromyxobacter,Myxococcaceae bacterium MAG_AAO_H10.6,0.9985,0.9897,False,False,2484252.0,1
0352c42e74bd96a671fe5854263a5f5e,378,methanobacteriaceae,Methanobrevibacter sp. CTOTU7683,1.0,0.9927,False,False,66852.0,1
038885272dbaefde0423e01959faac01,369,midas_g_57021,uncultured Pseudomonadales bacterium binchicken_co227_1206,0.9941,0.9922,False,False,332614.0,1
039bd133ce59253899414b6c8ba6d67e,372,midas_g_55441,Ignavibacteria bacterium SMAG_U6915,0.9956,0.9912,False,False,2053306.0,1
039cb9ac8d5af2c99ca408814ddc77d1,374,thauera,Thauera chlorobenzoica strain 3CB1,0.9995,0.9946,True,False,96773.0,1
03ba4c458f3389eca8eb21b22290ed10,373,syntrophorhabdus,Deltaproteobacteria bacterium RA.bin14,0.9995,0.9888,False,False,2026735.0,1
03bed64096e13e23200fd80d0ae715cb,375,midas_g_5391,Candidatus Saccharibacteria bacterium STL-PAT11,0.9946,0.9917,False,False,2026720.0,1
03d60eb1912411d9516686d1c0e8d77a,374,thauera,Thauera sp. JM12B12,0.999,0.9956,True,False,3142262.0,14
03ed5312cd679b937d3c7931ab12461a,372,rbg-13-54-9,Bacillota bacterium binned_ad_7.134,0.9902,0.9878,False,False,1879010.0,1
03f4e6a353b02382d205f0d832831e81,370,macellibacteroides,Macellibacteroides fermentans ZNE14_Bin9,1.0,0.9956,True,False,879969.0,6
03f77fdbf7ce18584760066d1364d36c,376,midas_g_46393,uncultured Pseudomonadales bacterium binchicken_co190_107,0.999,0.9907,False,False,332614.0,1
03fd988de7a0981d1db2c0b6d206c259,373,midas_g_2019,Pseudomonadota bacterium USDE_maxbin.087_sub,0.9971,0.9902,False,False,1977087.0,1
040c74eae6a3629f697268413ded437a,372,midas_g_7101,Pinisolibacter aquiterrae MA2-2,0.9985,0.9956,False,False,2815579.0,5
042ad52e2c8d4dce2d2cc2e796463849,370,flavobacterium,Paenimyroides cloacae JBRI-B21084,0.9985,0.9902,False,False,1852970.0,1
0435b3a5879a68e5afbc66915ecda61d,369,lacihabitans,Cytophagaceae bacterium strain Ribe_18-Q3-R11-54_MAXAC.058,1.0,0.9946,False,False,2026729.0,3
04790f5aba82b91059a546812ad694dc,369,fusibacter,uncultured candidate division WWE3 bacterium SRR6007446_bin.103_CONCOCT_v1.1_MAG,1.0,0.9966,False,False,422285.0,1
0480b6a16673d25ac01d1da0b2833512,374,sulfuritalea,uncultured Pseudomonadota bacterium MFD04716.bin.2.51,0.999,0.9932,False,False,153809.0,1
0493af645ecdf91cff6896ec5d5aca21,372,alphaproteobacteria,Commensalibacter sp. A3DC,0.9883,0.9868,False,False,3093920.0,1
049a47aba1aa118b203038be18526b1b,368,midas_g_171,Verrucomicrobiota bacterium AS_Ams2_Bin42,0.9985,0.9902,False,False,2026799.0,3
049e6f182990799b700d79450499710f,372,ensifer,Ensifer adhaerens strain W2-A26,1.0,0.9956,True,False,106592.0,52
04bc2a095282907ef4df7a2a9447166f,374,midas_g_467,Oligoflexia bacterium RA_AS_maxbin.396_sub,1.0,0.9912,False,False,2599941.0,2
04c76aef3814297a297700d39de56c6c,370,midas_g_39476,Desulfobacterales bacterium MAG-2,0.998,0.9873,False,False,2044940.0,1
04cf15134dd14ddeb54a2e95c09d4349,370,sphingobacterium,Sphingobacterium nematocida strain DSM 24091,1.0,0.9897,True,False,1513896.0,1
04dee080600d54204c5137107b0f3bc7,372,rhizobiaceae,Rhodobacteraceae bacterium strain WB7_3xH_004,0.9897,0.9849,False,False,1904441.0,1
04f5c0bee93d6ee05c38c74e0bc674ce,372,paracoccus,Paracoccus sp. (in: a-proteobacteria) R4x_68d_np_Bin1.7,0.999,0.9932,True,False,267.0,16
04f675d15a1bc17e4b7e8c7893e1a816,374,sm1a02,Phycisphaerales bacterium AMR_MDS_0068,0.9956,0.9893,False,False,2052180.0,3
04f9300ab6041a85696e8ea5a232b1cb,372,inhella,Inhella inkyongensis strain IMCC1713,0.9995,0.9937,True,False,392593.0,2
0501fa310449443c35bacacdd60bbf34,391,ca_competibacter,uncultured Gammaproteobacteria bacterium MFD00032.bin.3.452,0.9917,0.9902,False,False,86473.0,1
0502fdd9c919fd2982a93b66cda6697d,372,midas_g_83150,Hyphomicrobium sp. Y21TTR20magb21p,0.9844,0.9829,False,False,82.0,1
051d14c7d7e9a5358e8da8a52b48bca3,370,marinilabiliaceae,uncultured Marinilabiliaceae bacterium SRR1562005_bin.65_CONCOCT_v1.1_MAG,0.9976,0.9946,True,False,860784.0,1
0522f424a0ae2c7f046c5bcafebbc0ca,374,ca_villigracilis,uncultured bacterium CTOTU24522,0.9995,0.9907,False,False,77133.0,1
0528c8d6cf081ba719cf96cb550150fb,374,azonexus,Dechloromonas denitrificans G6,0.9995,0.9941,False,False,281362.0,8
053bd1513e7a8fbb621acfa37d09c4b2,370,bacteroidia,uncultured Bacteroidales bacterium SRR5507318_bin.47_CONCOCT_v1.1_MAG,0.9922,0.9907,False,False,194843.0,1
05797ff5d08a4c360d45bd689238c2f1,370,bacteria,Candidatus Nasuia deltocephalinicola Rd,0.9893,0.9883,False,False,1160784.0,1
057bcefe7d185d0daf7b610144b1fa59,374,midas_g_859,uncultured Chloroflexia bacterium MFD00392.bin.3.302,0.9995,0.978,False,False,1672391.0,1
05b92f31a7635c80f9228282dfe2b96b,374,midas_g_25102,uncultured Chloroflexia bacterium MFD00032.bin.2.88,0.9951,0.9946,False,False,1672391.0,1
05c2b2196ce76f5eab58355bd11f5964,386,midas_g_61007,bacterium TL1-5.bin114,0.9917,0.9922,False,False,1869227.0,4
05fd476024a64f2da18888c8cd557724,391,terrimonas,Ferruginibacter sp. MAG_AAO_H10.23,0.9805,0.9868,False,False,1940288.0,1
060668a761747dc3cbb3600cf5edeb83,371,ca_omnitrophus,Candidatus Omnitrophica bacterium STD1_59,0.998,0.9897,False,False,2035772.0,1
0620149226837b0dc24e722a745740cf,372,sh-pl14,Planctomycetaceae bacterium RH-20apr16-356,0.999,0.9883,False,False,2026779.0,1
06288435b328d35994bcc8f72ea0fc3a,370,bacteroidetes_vadinha17,Bacteroidales bacterium strain Damh_18-Q3-R51-60_BAT3C.434,0.999,0.9897,False,False,2030927.0,1
062e7dbc610b8b01dd84f42a754d5060,370,terrimonas,Chitinophagaceae bacterium AS_Ams2_Bin32,1.0,0.9946,False,False,1869212.0,1
063669beab0e471ace7cbc32283416e9,372,brevundimonas,Brevundimonas sp. EA21-04,1.0,0.9941,True,False,1871086.0,1
0639fb06d056d80fbc504c42c4169a68,371,persicitalea,Ravibacter arvi JCM 31920,0.998,0.9946,False,False,2051041.0,1
063e3c61d923929c5cba4b90a947805a,374,ca_villigracilis,Anaerolineales bacterium strain DeMMO6_15,0.9985,0.9897,False,False,2073117.0,5
065262b748557031f638872e76923c72,372,reyranella,Proteobacteria bacterium strain REYR1,1.0,0.9902,False,False,1977087.0,4
0654e615fe3e9b0487505848dc4dbb78,372,mesorhizobium,Mesorhizobium sp. BR1-1-9,0.9995,0.9941,True,False,2876646.0,149
065a98742b20d730265fb45221fd34c4,372,paracoccus,Paracoccus lutimaris strain CECT 8525,1.0,0.9941,True,False,1490030.0,2
06894625cc4725640c9c1bba0d9aefc8,372,defluviicoccus,Verrucomicrobiae bacterium RA_AS_maxbin.390,0.999,0.9927,False,False,2499141.0,1
06c4ab89a8abc60620b11d6b8eea8592,376,cl500-29_marine_group,uncultured Acidimicrobiaceae bacterium strain Ja1_bin-4102,0.9995,0.9907,False,False,410722.0,1
06ccbfa9dbe3fb9fac793fe2c480825c,374,anaerolinea,Anaerolineaceae bacterium CA_178,0.9961,0.9917,False,False,2024896.0,1
06d64517fda152cd491385c24677d09a,543,bacteria,Atopobiaceae bacterium AF91-08IFCA,0.8105,0.9297,False,True,2996876.0,1
06e148ad8b35489ea97e51ef733e9550,370,macellibacteroides,Macellibacteroides fermentans ZNE14_Bin9,1.0,0.9961,True,False,879969.0,6
06e4bf90950ed9dead32a26e0b26aa88,374,bdellovibrio,Bdellovibrionales bacterium ND5_Bin_38_2,0.9956,0.9917,False,False,2053517.0,1
06e777dc86f294846df60a1bdcfe6530,369,leadbetterella,Marinobacter sp. AQ.20.F.C2_2_55,0.9966,0.9961,False,False,50741.0,1
06f43456e63206281ba1162e4e6d66d4,374,midas_g_5853,Candidatus Thiodiazotropha sp. (ex Loripes orbiculatus_1) strain MAG3503E,0.9976,0.9941,False,False,2792787.0,35
06f8906355750050f44895281f3523fb,370,pedobacter,Daejeonella sp. H1SJ63,0.9995,0.9951,False,False,3034145.0,2
0706c8897410dc86c4fe695f43953448,374,neochlamydia,Parachlamydiaceae bacterium MAG_MBR_H125.37,0.9956,0.9907,False,False,2052176.0,1
070f6743fd9c43985346d7912cd11526,374,coxiella,Gammaproteobacteria bacterium GD-1,0.9995,0.9868,False,False,1913989.0,1
0717fa5cad93ab5cb1a3e9929e7014c1,392,midas_g_1334,Gemmatimonadaceae bacterium maxbin.174_sub,0.9976,0.9868,False,False,2026741.0,1
071b20ea2fe191bc56e1001e3c3ef244,372,ca_competibacter,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,0.9995,0.9819,False,False,86473.0,5
07246a1fc2c2fed9e54374f5ee46c333,375,intrasporangiaceae,Phycicoccus sp. HDW14,0.9995,0.9927,False,False,2714941.0,1
0740074747aaa37414ce56733c3f3259,372,ca_competibacter,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,0.9995,0.9824,False,False,86473.0,5
074805110994d976b97dcfaeb0ad4352,378,methanobacteriaceae,Methanobrevibacter arboriphilus A2,0.9995,0.9932,False,False,39441.0,3
07640d1fcdb6b920c0b4257f7c9c028e,374,phaselicystis,Polyangiaceae bacterium strain AalW_18-Q3-R10-53_BATAC.388,0.999,0.9912,False,False,2268199.0,1
0770fd1ca9e37cef3ffdf1ba2abc344f,374,midas_g_859,uncultured Chloroflexia bacterium MFD05442.bin.2.324,0.9995,0.9829,False,False,1672391.0,1
07c181c387580192eace1408605a1b7c,373,midas_g_59492,Proteobacteria bacterium BP9.bin86,0.9932,0.9902,False,False,1977087.0,1
07c684ece86de1b12bf432870683e62b,373,sphingobium,Sphingobium subterraneum strain DSM 102255,1.0,0.9902,True,False,627688.0,1
07d3708e3046a2846a0b1cc67846a658,376,herpetosiphon,Herpetosiphon gulosus NBRC 112829,0.999,0.9858,True,False,1973496.0,1
07d8bf1afa43126d7ab9ca4fefad8259,390,comamonadaceae,uncultured beta proteobacterium MFD09964.bin.2.205,0.9985,0.9956,False,False,86027.0,1
0803dcf438801c4492629e7ca94cca2e,370,spirochaeta,Spirochaetales bacterium strain DFE_TRE1,0.9956,0.9937,False,False,2026792.0,1
080c84745ca48dd0e7ef7580df83bafb,370,marinilabiliaceae,Geofilum sp. HF401 strain HF401,0.9976,0.9932,False,False,1965019.0,1
0814110fd0410b6f675526dc4d4a32fb,371,romboutsia,Romboutsia sp. CE17,1.0,0.9966,True,False,2724150.0,24
081f8228264f0575df0146e28439e003,374,midas_g_118715,Candidatus Desulforudis audaxviator strain BYF,0.9937,0.9907,False,False,471827.0,1
0823828b2221b4beaeefdd50d8fed560,374,midas_g_84886,Ghiorsea bivora strain TAG-1,0.9912,0.9878,False,False,1485545.0,1
082b496c934ad5588dc586bb303faaa2,372,ca_competibacter,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,0.9878,0.9829,False,False,86473.0,5
084030429e088059ae5059384cda46eb,370,pedobacter,Pedobacter boryungensis strain LMG 31300,0.9985,0.9961,True,False,869962.0,2
08409eb55d39ef45b31d93c3d30fd901,374,midas_f_216,uncultured bacterium MFD01112.bin.2.36,0.9966,0.9888,False,False,77133.0,1
08511b3b442d76f7c9485dde8b381b03,370,desulfovibrio,Desulfovibrio mexicanus strain DSM 13116,0.9956,0.9873,True,False,147047.0,2
088ee4c48bc3cb0ca751d3c465b56453,386,midas_g_171,uncultured Ignavibacteria bacterium G04_MAG_00020,0.998,0.9946,False,False,1645732.0,2
08b11eeb13a43fb517114963b350df70,370,haliscomenobacter,Haliscomenobacter sp. strain OdNE_18-Q3-R46-58_MAXAC.223,0.9995,0.9902,True,False,2717303.0,2
08d10673b70f3d8b078a149a25d94b19,374,midas_g_547,Candidatus Eremiobacteraeota bacterium bin.189_sub,1.0,0.9907,False,False,3107663.0,1
08ea1c9b9d368cd6d9bfeb8857e90315,374,rhodocyclaceae,Arthrospira platensis SPKY2,0.9995,0.9897,False,False,3122438.0,2
08f430e113701ebb008a1c63622e9e5e,374,midas_g_1029,uncultured Armatimonadetes bacterium MFD02416.bin.3.344,0.9966,0.9888,False,False,157466.0,1
08fe91d1fc29f781441a80383cb6644a,370,midas_g_10639,Agriterribacter sp. 5N527,1.0,0.9927,False,False,2821509.0,1
09116b7e2b89e63e7af83a0a9f8c5371,369,erysipelotrichaceae_ucg-003,Alistipes putredinis gSpreadC_ID_2915,0.9995,0.9976,False,False,28117.0,48
092a1e06d547999a906e5d843b2d57e7,372,brevundimonas,Neptunomonas phycophila 3um_A1Z0718_2.44,1.0,0.9941,False,False,1572645.0,19
092ab99df8cd76432d44a186cbced262,374,ornatilinea,uncultured Chloroflexia bacterium MFD09964.bin.2.160,0.9956,0.9873,False,False,1672391.0,1
09304de7bcdde93714df6d4800a79b4d,375,mycobacterium,uncultured Actinomycetota bacterium MFD05674.bin.2.52,1.0,0.9932,False,False,3039803.0,1
09383f3babfd32418e7ba07634680e12,372,pannonibacter,Pannonibacter sp. TSB10GB1,0.9995,0.9946,True,False,2003583.0,13
0945c17acd293a5bc6d625db7f51d0ea,368,midas_g_171,Ignavibacteria bacterium AS-MICRO-OLR.79,1.0,0.9927,False,False,2053306.0,6
094e43a918ebb6f77d4644cc89b65a3e,370,midas_g_4830,Larkinella insperata CCUG 55608,0.9922,0.9849,False,False,332158.0,2
09524b82b18b3d05eab6a0c597aa330e,390,ca_competibacter,Candidatus Competibacteraceae bacterium strain Lyne_18-Q3-R50-59_BATAC.383_cln,0.9956,0.98,False,False,2053538.0,1
095d063518c5d084d54aa006cf20cef4,370,midas_g_6116,Criblamydiaceae bacterium UR_AS_maxbin.433_sub,0.9971,0.9927,False,False,2692182.0,1
09627ab39adbbbc48a07456c71d0c6bb,373,midas_g_7754,Candidatus Cloacimonadaceae bacterium b62dcb20-44d4-4a8c-a533-11bc83238e51,1.0,0.9922,False,False,3064664.0,2
0973dc17a02cb230dc1f93877c92c56a,374,babeliales,Candidatus Babeliales bacterium strain Gw_Eff_bin_310,0.9941,0.9893,True,False,2803731.0,2
098b49f814da592396a6a3fd0961e8d4,372,pseudorhodobacter,Hydrogenophaga sp. C3_maxbin.015,0.999,0.9937,False,False,1904254.0,1
099e147c55d62e4e8282c52358ea9db5,374,midas_g_1668,Candidatus Paceibacterota bacterium UR_AS_maxbin.219,0.9995,0.9917,False,False,2053589.0,1
09a221ef16a92a3128589472ceb9f558,370,sm1a07,Ignavibacteria bacterium strain HK-STAS-BACT-82,0.9912,0.9883,False,False,2053306.0,5
09a4781a19669568e2550e5209a15310,365,izemoplasmataceae,Candidatus Izemoplasmatales bacterium SO_2017_CLC_124,0.9966,0.9907,False,False,3018265.0,1
09c229d65172fac81816fd71e67be6b7,374,midas_g_113041,Anaerolineae bacterium strain SpSt-302,0.9951,0.9912,False,False,2052143.0,1
09c76637c21761c407d6d3eca21c638f,370,aurantisolimonas,Phnomibacter sp. MR,0.9985,0.9897,False,False,3042318.0,2
09cebb8ed5b4b1ba1256b50305104072,374,rhodocyclaceae,Azoarcus sp. CA_2019_TPIn_135,0.999,0.9932,False,False,29544.0,4
09dba6fb5405a55fcc7ff2c5cab82a10,374,geobacillus,Geobacillus stearothermophilus NRS-189,1.0,0.9917,True,False,1422.0,93
09e47256d34b485ef93fd5bcec33bb33,374,oikopleura,Methylococcaceae bacterium ME2015-10-04_3300042525_group6_bin75,0.9985,0.9922,False,False,1933926.0,1
09f3f14ff262a08e210128ea44419f8b,374,thauera,Thauera chlorobenzoica strain 3CB1,0.9995,0.9941,True,False,96773.0,1
0a00c1bd8e41111d0a93ed96d89d9d76,392,thauera,Thauera aromatica K172,0.9956,0.9912,True,False,44139.0,4
0a0ed407936f95396c14cf6f059d6915,372,schlesneria,Schlesneria sp. DSM 10557,0.9976,0.9932,True,False,3044399.0,3
0a190f76ccbf2dffffdbaae401ed56b1,393,zoogloea,uncultured bacterium CTOTU22214,0.9912,0.9927,False,False,77133.0,2
0a1e46f53dd9eb1c4aae50dd21cf65ca,368,midas_g_33416,Ignavibacteriaceae bacterium BIN33,0.9995,0.9946,False,False,2651163.0,3
0a20c0ecd4432c9e38a68db9217695b5,371,desulfomicrobium,Pelotomaculum sp. 3-JJ_aug_S1_009,0.9985,0.9897,False,False,2053590.0,1
0a25c3ac566faa3dcda460868bea4ca9,373,midas_g_61071,Oxalobacteraceae bacterium strain WBA_1B_044,0.998,0.9888,False,False,1871070.0,1
0a28c97ae9115ba09c964977095a4677,375,babeliales,uncultured Alphaproteobacteria bacterium MFD01188.bin.2.57,0.9922,0.9844,False,False,91750.0,1
0a31b5607e6020aa656e595d9130c2f5,404,thauera,Thauera aromatica K172,0.998,0.9937,True,False,44139.0,4
0a3f52f27cec76b821bd51e26fc08f88,371,alphaproteobacteria,Holosporales bacterium strain SCN18_10_11_15_R5_P_38_48,0.9917,0.9883,False,False,2053559.0,2
0a486943ae9dce70e971e01020e5949c,374,midas_g_5467,uncultured Saccharofermentans sp. 009b34df-6986-4c74-874c-2c53a54848ac,0.999,0.9946,False,False,1434378.0,2
0a4dae6c36a924945c5ad8318aff7ecb,372,midas_g_84699,Firmicutes bacterium OH_SBrB_79,0.9951,0.9922,False,False,1879010.0,1
0a71114f7a13af5c5e649810d49a3773,372,ca_competibacter,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,0.999,0.9805,False,False,86473.0,5
0a7f6a0cb4034ab075dd38b3592f8d1e,371,rbg-16-49-21,uncultured Spirochaetota bacterium MFD04716.bin.1.235,0.9995,0.9893,False,False,460511.0,1
0a90e69f3244bf4921742c1c179c9378,372,midas_g_4975,Planctomycetales bacterium SW_43,0.9927,0.9878,False,False,2053591.0,5
0a9812dfeb4ee5f740eb28ff0659b720,374,midas_g_89500,Verrucomicrobiaceae bacterium H1_MAG_00048,0.9976,0.9873,False,False,2026800.0,3
0aaa1cfaec18dcb5a7be8a80929dcb6f,397,ca_accumulibacter,Candidatus Accumulibacter meliphilus UW14,0.9971,0.9907,False,False,2211374.0,10
0aca27487d54e80b6b433562c24e3302,369,midas_g_543,Sphingobacteriales bacterium strain OdNE_18-Q3-R46-58_MAXAC.028,1.0,0.9951,False,False,2044944.0,2
0ae8cb74e7e1f5d0551ea660cbb25dc0,369,peptostreptococcales-tissierellales,uncultured Acidaminobacter sp. 39ebd3ff-394e-4dd2-8175-26047100e14c,0.9976,0.9951,False,False,464210.0,1
0afdd7eddb9a71ce53cf6487747ec98c,372,hirschia,Hyphomonadaceae bacterium GFS_3577,1.0,0.9941,False,False,2026748.0,4
0b125d869a1a6045f968fc419ea9d14e,372,midas_g_3529,Verrucomicrobiae bacterium ST_AS_maxbin.417,0.998,0.9922,False,False,2499141.0,1
0b1dc99e2e45931f58ab34d22bd58af4,372,ca_competibacter,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,0.9995,0.9819,False,False,86473.0,5
0b33bd30acb8030dc0b722e6e2783816,376,midas_g_7080,Zoogloea sp. UR_AS_maxbin.203,0.9878,0.9863,False,False,49181.0,1
0b42befcfe2f0a5958e7676a9269bac7,374,gammaproteobacteria,Dechloromonas sp. strain OdNE_18-Q3-R46-58_BAT3C.305,0.9941,0.9912,False,False,1917218.0,1
0b4524086ffe1c02016fc92472165270,372,midas_g_2400,Aestuariivirga sp. 5N101,0.9941,0.9878,False,False,2650926.0,1
0b4c56c3d68d67b5f5269c5658cee8ba,374,ca_competibacter,Candidatus Competibacteraceae bacterium strain Lyne_18-Q3-R50-59_BATAC.383_cln,0.9912,0.9814,False,False,2053538.0,1
0b4fdd7e59901ec97ff92ba540906765,376,midas_g_3409,Armatimonadetes bacterium strain Ch33,0.9946,0.9858,False,False,2033014.0,1
0b5dd85d83833d0010ef224c96e76faf,388,taibaiella,Parabacteroides sp. RA_AS_maxbin.228_sub,0.998,0.9912,False,False,1869337.0,2
0b886c176d9f7dd89c957f11cb337e71,370,midas_g_10909,Bacteroidia bacterium strain Go_SlAct_bin_541,1.0,0.9888,False,False,2044936.0,2
0b8b07491280b305e36facca3c8af441,374,christensenellaceae_r-7_group,Christensenellaceae bacterium 01a02c0c-5802-4c47-8e2d-6646ecf7da28,1.0,0.9941,False,False,2054177.0,1
0b9150d37cbe9dc43b94b7d618b84db2,377,ca_methanofastidiosum,Arc I group archaeon U1lsi0528_Bin055,1.0,0.9893,False,False,1705564.0,1
0bab6738ff2cdb0d2493d0062857af6b,374,midas_g_50499,Candidatus Goldbacteria bacterium strain DeMMO3_7,1.0,0.9927,False,False,2725315.0,5
0bb567fd1ac63f8c57e18563c43c2c2d,389,ca_competibacter,Candidatus Competibacteraceae bacterium strain Lyne_18-Q3-R50-59_BATAC.383_cln,0.9941,0.9775,False,False,2053538.0,1
0bbeaab28a6a3829b1504cef9a983b06,374,terrimonas,Chitinophagales bacterium strain UWPOB_CHIT3,0.9956,0.9917,False,False,2448779.0,1
0bd5cdc0a4e53e211aad2617e20a2775,372,midas_g_428,Chlorobiota bacterium AMR_MDS_5657,0.9971,0.9888,False,False,2268192.0,2
0bddd68a5b2f6d89286417e14a1a51dd,374,bdellovibrionaceae,Bdellovibrio sp. CG10_big_fil_rev_8_21_14_0_10_47_8,0.9971,0.9863,False,False,1975526.0,1
0bea576f8a9e14169e867d02dc9575d5,372,hyphomicrobium,Hyphomicrobium sp. ghe19 hypp,0.9985,0.9907,True,False,2682968.0,1
