parameter,ASV,rho_interp,p_interp,n_interp,rho_meas,p_meas,n_meas,q_interp,q_meas,confirmed
Acetate ppm [mg/L],Blastocatella,0.6724015489332404,0.0008400389781906503,21,0.7071067811865475,0.18169011381620942,5,0.003978000280680981,0.3718612742378433,False
Acetate ppm [mg/L],Blastocatellaceae,0.16942239849592608,0.4628370389939985,21,0.7826237921249264,0.11761376087345812,5,0.594176898227399,0.27962395702970233,False
Acetate ppm [mg/L],Blastomonas,0.3720424497494667,0.09676312630479565,21,,,5,0.18094182984892718,,False
Acetate ppm [mg/L],Blastopirellula,0.7925434463310498,1.8409866011213803e-05,21,0.8720815992723809,0.05385421772754213,5,0.00017424071685238167,0.15867449892586177,False
Acetate ppm [mg/L],Bosea,0.8478550731747879,1.2177186691345648e-06,21,0.8999999999999998,0.03738607346849874,5,1.7993446788330232e-05,0.12050930373446342,False
Acetate ppm [mg/L],Bradymonadales,0.184985940165959,0.4221086780992145,21,0.7999999999999999,0.10408803866182788,5,0.5561445170094579,0.258284848339163,False
Acetate ppm [mg/L],Bradyrhizobium,0.6067836245714062,0.003539154779238479,21,0.7071067811865475,0.18169011381620942,5,0.012623591918234934,0.3718612742378433,False
Acetate ppm [mg/L],Brevundimonas,0.38571428571428573,0.08418819066159455,21,0.7999999999999999,0.10408803866182788,5,0.16154213047014582,0.258284848339163,False
Acetate ppm [mg/L],Bryobacter,0.15324675324675324,0.5072039302125892,21,0.6,0.28475697986529386,5,0.6347483116893367,0.4971255084937749,False
Acetate ppm [mg/L],Burkholderiales,0.6761897266737095,0.0007649282098318874,21,0.7071067811865475,0.18169011381620942,5,0.003737105250499098,0.3718612742378433,False
Acetate ppm [mg/L],Ca_Accumulibacter,-0.5415584415584416,0.011225759601972744,21,-0.7,0.1881204043741873,5,0.03216134926231093,0.3790206179397924,False
Acetate ppm [mg/L],Ca_Alysiosphaera,0.6724015489332404,0.0008400389781906503,21,0.7071067811865475,0.18169011381620942,5,0.003978000280680981,0.3718612742378433,False
Acetate ppm [mg/L],Ca_Bealeia,0.670507460063006,0.0008798858137870741,21,0.7071067811865475,0.18169011381620942,5,0.004137043600913472,0.3718612742378433,False
Acetate ppm [mg/L],Ca_Caldilinea,-0.8064935064935065,1.0075535527922034e-05,21,-0.8999999999999998,0.03738607346849874,5,0.00010424910920948412,0.12050930373446342,False
Acetate ppm [mg/L],Ca_Competibacter,0.5285714285714286,0.013763170931280443,21,0.09999999999999999,0.8728885715695384,5,0.03790745416446969,0.9303557194445878,False
Acetate ppm [mg/L],Ca_Contendobacter,0.5801235356183567,0.005836341555633499,21,0.7071067811865475,0.18169011381620942,5,0.018871880467120673,0.3718612742378433,False
Acetate ppm [mg/L],Ca_Defluviifilum,0.5555962537815512,0.00892555953719363,21,0.7071067811865475,0.18169011381620942,5,0.026811461047534447,0.3718612742378433,False
Acetate ppm [mg/L],Ca_Epiflobacter,-0.031209389196617962,0.8931701071879561,21,0.22360679774997894,0.7176856442107861,5,0.9331878943699466,0.8350718391429407,False
Acetate ppm [mg/L],Ca_Falkowbacteria,-0.16363636363636364,0.4784743069143618,21,-0.09999999999999999,0.8728885715695384,5,0.6082857805054765,0.9303557194445878,False
Acetate ppm [mg/L],Ca_Flexifilum,0.5647179444652823,0.007649534455654594,21,0.8207826816681233,0.08858700531354384,5,0.02355988691946892,0.23140542919405763,False
Acetate ppm [mg/L],Ca_Gottesmanbacteria,-0.35770322036666763,0.11137902299402297,21,0.3354101966249684,0.5810906728217107,5,0.20227538534582049,0.748490448009074,False
Acetate ppm [mg/L],Ca_Komeilibacteria,0.43374635128369593,0.04947908437419965,21,,,5,0.10544037716050071,,False
Acetate ppm [mg/L],Ca_Leptovillus,-0.6649350649350649,0.0010065514776879628,21,-0.7999999999999999,0.10408803866182788,5,0.004586503038725939,0.258284848339163,False
Acetate ppm [mg/L],Ca_Nomurabacteria,0.1725392004121573,0.4545235238574256,21,0.6668859288553501,0.21889398131323157,5,0.5867616201639171,0.41740586344647446,False
Acetate ppm [mg/L],Ca_Obscuribacter,0.6724015489332404,0.0008400389781906503,21,0.7071067811865475,0.18169011381620942,5,0.003978000280680981,0.3718612742378433,False
Acetate ppm [mg/L],Ca_Pacebacteria,-0.3116883116883117,0.16899965782484547,21,-0.19999999999999998,0.7470600781046621,5,0.28028571029401517,0.8522166334616226,False
Acetate ppm [mg/L],Ca_Parvibacillus,0.23152118330519875,0.3125895808617731,21,0.7826237921249264,0.11761376087345812,5,0.44694769522435096,0.27962395702970233,False
Acetate ppm [mg/L],Ca_Phosphoribacter,0.6799779044141784,0.000695607738837305,21,0.7071067811865475,0.18169011381620942,5,0.003468505802549097,0.3718612742378433,False
Acetate ppm [mg/L],Ca_Sarcinithrix,-0.9142857142857143,6.836939778522561e-09,21,-0.7999999999999999,0.10408803866182788,5,2.3422849241234698e-07,0.258284848339163,False
Acetate ppm [mg/L],Ca_Villigracilis,-0.6896103896103896,0.0005429563727057949,21,-0.7,0.1881204043741873,5,0.002860106177408088,0.3790206179397924,False
Acetate ppm [mg/L],Ca_Zambryskibacteria,0.694284058125752,0.0004798563950580077,21,0.7071067811865475,0.18169011381620942,5,0.0025876437937931815,0.3718612742378433,False
Acetate ppm [mg/L],Caldilineaceae,0.3945435487824,0.07673968864697639,21,0.6708203932499368,0.21516994256955022,5,0.15026293818470188,0.41399786418445106,False
Acetate ppm [mg/L],Cephaloticoccus,0.2652798081712527,0.245155696245275,21,0.6668859288553501,0.21889398131323157,5,0.37219994369221915,0.41740586344647446,False
Acetate ppm [mg/L],Chelatococcus_asaccharovorans,0.8890413438919633,7.17658795451256e-08,21,0.8944271909999157,0.04051932635383408,5,1.7317418759802046e-06,0.12772981412429282,False
Acetate ppm [mg/L],Chitinophagaceae,0.4554527479898341,0.038005850960661364,21,-0.15389675281277312,0.8048288166080632,5,0.08546696630132519,0.8868553987329972,False
Acetate ppm [mg/L],Chitinophagales,-0.058155918416783504,0.8022807029476358,21,-0.19999999999999998,0.7470600781046621,5,0.8684009187735774,0.8522166334616226,False
Acetate ppm [mg/L],Chlorobium,0.07421847833635735,0.7491753452847615,21,0.11180339887498947,0.8579446176050994,5,0.8291965472101201,0.9222601264213234,False
Acetate ppm [mg/L],Chloroflexi,0.3030542192375168,0.18174881087487355,21,0.7071067811865475,0.18169011381620942,5,0.29645076102270956,0.3718612742378433,False
Acetate ppm [mg/L],Christensenellaceae,-0.38693636935584164,0.08312640846731613,21,0.3,0.623837664781073,5,0.1600359258337743,0.7787297430609618,False
Acetate ppm [mg/L],Chryseobacterium,0.7109520026098541,0.0003030683904128602,21,0.7071067811865475,0.18169011381620942,5,0.0017818109817705234,0.3718612742378433,False
Acetate ppm [mg/L],Chryseolinea,0.33234702564419843,0.14102988590229734,21,,,5,0.24310966168398257,,False
Acetate ppm [mg/L],Chthoniobacteraceae,0.387012987012987,0.08306017415904404,21,0.49999999999999994,0.3910022189557703,5,0.15993060178417098,0.5995942956650535,False
Acetate ppm [mg/L],Cloacibacterium,0.7326037058119583,0.00015891579675080892,21,0.7071067811865475,0.18169011381620942,5,0.001061095611124867,0.3718612742378433,False
Acetate ppm [mg/L],Clostridia,0.13826848752711707,0.5500338187239099,21,0.5642880936468347,0.3217233358243003,5,0.6731098284348429,0.5383042116042598,False
Acetate ppm [mg/L],Clostridiaceae,-0.11467061807346574,0.6206371260518543,21,0.0,1.0,5,0.7281085756294478,1.0,False
Acetate ppm [mg/L],Comamonadaceae,0.725974025974026,0.00019486894429420653,21,0.6,0.28475697986529386,5,0.0012500261683227533,0.4971255084937749,False
Acetate ppm [mg/L],Corynebacterium,0.23827335887250822,0.2982832942477701,21,0.7071067811865475,0.18169011381620942,5,0.43156211758996976,0.3718612742378433,False
Acetate ppm [mg/L],Cytophaga_xylanolytica_group,0.674295637803475,0.0008017360771857914,21,0.7071067811865475,0.18169011381620942,5,0.003854500371085536,0.3718612742378433,False
Acetate ppm [mg/L],Dechlorobacter,,,21,,,5,,,False
Acetate ppm [mg/L],Defluviicoccus,0.8325777068187212,2.8378595119219235e-06,21,0.5642880936468347,0.3217233358243003,5,3.629059974923197e-05,0.5383042116042598,False
Acetate ppm [mg/L],Defluviimonas,-0.33735863560153706,0.13476987953693947,21,-0.6668859288553501,0.21889398131323157,5,0.23476862254551603,0.41740586344647446,False
Acetate ppm [mg/L],Denitratisoma,0.5773737001374324,0.0061309169486299915,21,0.8999999999999998,0.03738607346849874,5,0.01967309728543967,0.12050930373446342,False
Acetate ppm [mg/L],Denitromonas,0.33911633148278936,0.1326218000692896,21,,,5,0.23181248122466533,,False
Acetate ppm [mg/L],Dermatophilaceae,0.25849213105659874,0.25789214111597575,21,,,5,0.3867545890601128,,False
Acetate ppm [mg/L],Desulfitobacteriales,0.6799779044141784,0.000695607738837305,21,0.7071067811865475,0.18169011381620942,5,0.003468505802549097,0.3718612742378433,False
Acetate ppm [mg/L],Desulfobacterium_catecholicum_group,0.6490991131663789,0.0014540107768589204,21,0.7826237921249264,0.11761376087345812,5,0.006165700979820964,0.27962395702970233,False
Acetate ppm [mg/L],Desulfobacterota,0.5439572220109147,0.010801742766480202,21,0.7071067811865475,0.18169011381620942,5,0.031194053687803328,0.3718612742378433,False
Acetate ppm [mg/L],Desulfobulbus,-0.43172988388654854,0.050666980923313044,21,0.09999999999999999,0.8728885715695384,5,0.10757526554108163,0.9303557194445878,False
Acetate ppm [mg/L],Desulfomicrobium,0.6250807596395671,0.002446694506654377,21,0.7826237921249264,0.11761376087345812,5,0.009453602417106511,0.27962395702970233,False
Acetate ppm [mg/L],Desulfovibrio,0.5726322832351323,0.006667641079403072,21,0.6708203932499368,0.21516994256955022,5,0.02100193416043533,0.41399786418445106,False
Acetate ppm [mg/L],Desulfuromonadia,0.5318990947438943,0.013072619274218647,21,0.7071067811865475,0.18169011381620942,5,0.036356502792099364,0.3718612742378433,False
Acetate ppm [mg/L],Devosia,-0.1441576548605687,0.5330006751867845,21,-0.5642880936468347,0.3217233358243003,5,0.6578938144485931,0.5383042116042598,False
Acetate ppm [mg/L],Diaphorobacter,0.6818719932844128,0.0006630030531420133,21,0.7071067811865475,0.18169011381620942,5,0.0033412818787300503,0.3718612742378433,False
Acetate ppm [mg/L],Dietzia,0.7142697068577825,0.00027554896935504195,21,0.7071067811865475,0.18169011381620942,5,0.0016515084016419902,0.3718612742378433,False
Acetate ppm [mg/L],Dinghuibacter,0.29541957835039856,0.193554991566376,21,,,5,0.3111546180029507,,False
Acetate ppm [mg/L],Dokdonella,0.34935064935064936,0.12059625789406855,21,0.8999999999999998,0.03738607346849874,5,0.21507366044732662,0.12050930373446342,False
Acetate ppm [mg/L],Dongia,0.25849213105659874,0.25789214111597575,21,,,5,0.3867545890601128,,False
Acetate ppm [mg/L],Edaphobaculum,-0.3766500731176928,0.09238034485895512,21,-0.7,0.1881204043741873,5,0.1739890436972991,0.3790206179397924,False
Acetate ppm [mg/L],Elusimicrobia,0.20779220779220778,0.36608155438398177,21,0.49999999999999994,0.3910022189557703,5,0.5014302652615825,0.5995942956650535,False
Acetate ppm [mg/L],Emticicia,0.674295637803475,0.0008017360771857914,21,0.7071067811865475,0.18169011381620942,5,0.003854500371085536,0.3718612742378433,False
Acetate ppm [mg/L],Enterococcus,,,21,,,5,,,False
Acetate ppm [mg/L],Exiguobacterium,0.4379342152520373,0.047080615009345274,21,0.7071067811865475,0.18169011381620942,5,0.10138810076899979,0.3718612742378433,False
Acetate ppm [mg/L],Ferruginibacter,0.6724015489332404,0.0008400389781906503,21,0.7071067811865475,0.18169011381620942,5,0.003978000280680981,0.3718612742378433,False
Acetate ppm [mg/L],Fimbriiglobus,0.6067836245714062,0.003539154779238479,21,0.7071067811865475,0.18169011381620942,5,0.012623591918234934,0.3718612742378433,False
Acetate ppm [mg/L],Fimbriimonadaceae,-0.30458166912132123,0.17944704791709984,21,-0.49999999999999994,0.3910022189557703,5,0.2935342818665768,0.5995942956650535,False
Acetate ppm [mg/L],Flavihumibacter,0.6686133711927715,0.0009213266567625972,21,0.7071067811865475,0.18169011381620942,5,0.0042725291987236085,0.3718612742378433,False
Acetate ppm [mg/L],Flavitalea,0.8851401256916364,9.809519789412604e-08,21,0.8944271909999157,0.04051932635383408,5,2.2131233671235755e-06,0.12772981412429282,False
Acetate ppm [mg/L],Flavobacteriaceae,0.705926660399692,0.0003492302233339887,21,0.44721359549995787,0.45018485575210104,5,0.002000647955722169,0.6539799115099015,False
Acetate ppm [mg/L],Flavobacteriales,-0.3974025974025974,0.0744368401691811,21,0.0,1.0,5,0.14699845678158094,1.0,False
Acetate ppm [mg/L],Flavobacterium,0.7796902592538733,3.0867550007032825e-05,21,0.8999999999999998,0.03738607346849874,5,0.000271239554368322,0.12050930373446342,False
Acetate ppm [mg/L],Flexifilaceae,0.07792207792207792,0.7370748924266822,21,0.7,0.1881204043741873,5,0.8201871948368126,0.3790206179397924,False
Acetate ppm [mg/L],Fluviicola,0.6837660821546474,0.0006317092056526112,21,0.7071067811865475,0.18169011381620942,5,0.003214141997957455,0.3718612742378433,False
Acetate ppm [mg/L],Fungi,-0.10192943828752511,0.6601938235059367,21,,,5,0.7600463487903127,,False
Acetate ppm [mg/L],Fusibacter,0.3770701539946853,0.09198817091162989,21,0.5642880936468347,0.3217233358243003,5,0.17336808902456735,0.5383042116042598,False
Acetate ppm [mg/L],Gammaproteobacteria,0.2515581587330636,0.27133022148769464,21,0.44721359549995787,0.45018485575210104,5,0.4023842265008298,0.6539799115099015,False
Acetate ppm [mg/L],Gemmatimonadaceae,0.6067836245714062,0.003539154779238479,21,0.7071067811865475,0.18169011381620942,5,0.012623591918234934,0.3718612742378433,False
Acetate ppm [mg/L],Gemmatimonas,0.7273038255960632,0.00018714419876105323,21,0.7071067811865475,0.18169011381620942,5,0.0012088574291478648,0.3718612742378433,False
Acetate ppm [mg/L],Gemmobacter,0.7151386481070012,0.00026870636038162527,21,0.7071067811865475,0.18169011381620942,5,0.001618888732216696,0.3718612742378433,False
Acetate ppm [mg/L],Geothrix,0.42555540485041726,0.05444102290368845,21,,,5,0.11386330913305354,,False
Acetate ppm [mg/L],Glutamicibacter,0.5096471914376255,0.018273490737656384,21,0.7071067811865475,0.18169011381620942,5,0.0477349075155768,0.3718612742378433,False
Acetate ppm [mg/L],Gracilibacteria,-0.02077922077922078,0.9287633909628463,21,-0.3,0.623837664781073,5,0.9551991734941436,0.7787297430609618,False
Acetate ppm [mg/L],Haliangium,0.697759823122627,0.00043709258718472005,21,0.7071067811865475,0.18169011381620942,5,0.0024008945554980167,0.3718612742378433,False
Acetate ppm [mg/L],Haliscomenobacter,0.678083815543944,0.0007295676315998733,21,0.7071067811865475,0.18169011381620942,5,0.0036036849015479676,0.3718612742378433,False
Acetate ppm [mg/L],Halomonas,0.5555962537815512,0.00892555953719363,21,0.7071067811865475,0.18169011381620942,5,0.026811461047534447,0.3718612742378433,False
Acetate ppm [mg/L],Herpetosiphon,-0.2095487560344349,0.3619518424930524,21,-0.6668859288553501,0.21889398131323157,5,0.49718659683111593,0.41740586344647446,False
Acetate ppm [mg/L],Hoeflea,0.5943892122129962,0.004489429162178277,21,0.7071067811865475,0.18169011381620942,5,0.015274847872786563,0.3718612742378433,False
Acetate ppm [mg/L],Holophagaceae,-0.10952236168670498,0.6365071886799615,21,-0.35909242322980395,0.5528147466433508,5,0.7407764840575798,0.7323812257782096,False
Acetate ppm [mg/L],Holophagae,-0.7532467532467532,8.096085622580374e-05,21,-0.8999999999999998,0.03738607346849874,5,0.0006058963754762821,0.12050930373446342,False
Acetate ppm [mg/L],Hungateiclostridiaceae,-0.6730448773346822,0.0008268587052980581,21,-0.9999999999999999,1.4042654220543602e-24,5,0.003947923102550088,3.9204797905517645e-22,True
Acetate ppm [mg/L],Hydrogenedensaceae,-0.016229558627939587,0.9443342892685225,21,0.7071067811865475,0.18169011381620942,5,0.9656906622689393,0.3718612742378433,False
Acetate ppm [mg/L],Hydrogenophaga,0.4197321614685973,0.058194112255151975,21,0.6668859288553501,0.21889398131323157,5,0.12014226664524069,0.41740586344647446,False
Acetate ppm [mg/L],Hyphomicrobium,0.44360793583034863,0.04397552384740816,21,0.44721359549995787,0.45018485575210104,5,0.0959975445850831,0.6539799115099015,False
Acetate ppm [mg/L],Iamia,,,21,,,5,,,False
Acetate ppm [mg/L],Idiomarina_sp,0.6724015489332404,0.0008400389781906503,21,0.7071067811865475,0.18169011381620942,5,0.003978000280680981,0.3718612742378433,False
Acetate ppm [mg/L],Ignavibacteria,-0.03896103896103896,0.8668411213715634,21,0.0,1.0,5,0.9140766498731147,1.0,False
Acetate ppm [mg/L],Ignavibacteriales,-0.6350649350649351,0.001980984234047954,21,0.0,1.0,5,0.00790968525105478,1.0,False
Acetate ppm [mg/L],Ignavibacterium,0.1785025756403205,0.43883520566395223,21,0.5642880936468347,0.3217233358243003,5,0.5717219228720504,0.5383042116042598,False
Acetate ppm [mg/L],Inhella,0.6438854656710667,0.0016339124252989189,21,0.7071067811865475,0.18169011381620942,5,0.006765304357213518,0.3718612742378433,False
Acetate ppm [mg/L],Intrasporangiaceae,0.678083815543944,0.0007295676315998733,21,0.7071067811865475,0.18169011381620942,5,0.0036036849015479676,0.3718612742378433,False
Acetate ppm [mg/L],Isosphaeraceae,0.25849213105659874,0.25789214111597575,21,,,5,0.3867545890601128,,False
Acetate ppm [mg/L],Kapabacteriales,0.45903809943358925,0.03632971479403567,21,0.9999999999999999,1.4042654220543602e-24,5,0.08251347074271483,3.9204797905517645e-22,False
Acetate ppm [mg/L],Kiritimatiellae,0.042072614550380576,0.8563089592277713,21,0.6668859288553501,0.21889398131323157,5,0.9068300113940869,0.41740586344647446,False
Acetate ppm [mg/L],Kocuria,0.25849213105659874,0.25789214111597575,21,,,5,0.3867545890601128,,False
Acetate ppm [mg/L],Kryptoniales,0.0026068237476561404,0.9910523621654633,21,0.22360679774997894,0.7176856442107861,5,0.9952845631909238,0.8350718391429407,False
Acetate ppm [mg/L],Lacibacterium_aquatile,0.33234702564419843,0.14102988590229734,21,,,5,0.24310966168398257,,False
Acetate ppm [mg/L],Lacihabitans,-0.6837660821546474,0.0006317092056526112,21,-0.8944271909999157,0.04051932635383408,5,0.003214141997957455,0.12772981412429282,False
Acetate ppm [mg/L],Lacunisphaera,0.6686133711927715,0.0009213266567625972,21,0.7071067811865475,0.18169011381620942,5,0.0042725291987236085,0.3718612742378433,False
Acetate ppm [mg/L],Lautropia,0.5758579213858688,0.006298473772776157,21,0.7071067811865475,0.18169011381620942,5,0.020108449976361985,0.3718612742378433,False
Acetate ppm [mg/L],Leadbetterella,-0.8870129870129868,8.454809415805446e-08,21,-0.8999999999999998,0.03738607346849874,5,1.9849489110710757e-06,0.12050930373446342,False
Acetate ppm [mg/L],Legionella,,,21,,,5,,,False
Acetate ppm [mg/L],Leifsonia,0.44055321335388775,0.0456269336707243,21,0.11180339887498947,0.8579446176050994,5,0.09877885858656571,0.9222601264213234,False
Acetate ppm [mg/L],Lentimicrobiaceae,0.02886274157525008,0.9011632845308217,21,0.6668859288553501,0.21889398131323157,5,0.9380075448510992,0.41740586344647446,False
Acetate ppm [mg/L],Lentimicrobium,0.3546606227974917,0.11467544615398162,21,0.6,0.28475697986529386,5,0.20688100577122545,0.4971255084937749,False
Acetate ppm [mg/L],Leptolinea,-0.4098733571157826,0.06499381951539178,21,-0.19999999999999998,0.7470600781046621,5,0.13120751429885943,0.8522166334616226,False
Acetate ppm [mg/L],Leptonema,0.5806908721687218,0.005777046081527794,21,0.7071067811865475,0.18169011381620942,5,0.0187281575657005,0.3718612742378433,False
Acetate ppm [mg/L],Leucobacter,0.45103776442229854,0.040152066960946184,21,0.7071067811865475,0.18169011381620942,5,0.08906633558483266,0.3718612742378433,False
Acetate ppm [mg/L],Longilinea,-0.17918028310052794,0.4370705992362179,21,0.3354101966249684,0.5810906728217107,5,0.5702797220615501,0.748490448009074,False
Acetate ppm [mg/L],Luteimonas,0.7051948051948052,0.0003564308384906877,21,0.49999999999999994,0.3910022189557703,5,0.0020343389074694742,0.5995942956650535,False
Acetate ppm [mg/L],Luteitalea,0.6235335300364988,0.002526481018785059,21,0.7071067811865475,0.18169011381620942,5,0.009697074449693692,0.3718612742378433,False
Acetate ppm [mg/L],Luteolibacter,0.674295637803475,0.0008017360771857914,21,0.7071067811865475,0.18169011381620942,5,0.003854500371085536,0.3718612742378433,False
Acetate ppm [mg/L],Lysinibacillus,0.5265567059251854,0.014195424575041093,21,0.35355339059327373,0.5594043441634877,5,0.038871426086184165,0.7323812257782096,False
Acetate ppm [mg/L],Lysobacter,0.3116883116883117,0.16899965782484547,21,0.7999999999999999,0.10408803866182788,5,0.28028571029401517,0.258284848339163,False
Acetate ppm [mg/L],Mesorhizobium,-0.13246753246753248,0.567048530648251,21,-0.6,0.28475697986529386,5,0.6852885953091615,0.4971255084937749,False
Acetate ppm [mg/L],Methylotenera,0.674295637803475,0.0008017360771857914,21,0.7071067811865475,0.18169011381620942,5,0.003854500371085536,0.3718612742378433,False
Acetate ppm [mg/L],Micavibrionales,-0.7337662337662337,0.00015324044854450608,21,-0.8999999999999998,0.03738607346849874,5,0.0010271551804613632,0.12050930373446342,False
Acetate ppm [mg/L],Micrococcaceae,0.6089164316876502,0.003393942069733471,21,0.7071067811865475,0.18169011381620942,5,0.01221238231782985,0.3718612742378433,False
Acetate ppm [mg/L],Micrococcus,,,21,,,5,,,False
Acetate ppm [mg/L],Micropepsaceae,0.6686133711927715,0.0009213266567625972,21,0.7071067811865475,0.18169011381620942,5,0.0042725291987236085,0.3718612742378433,False
Acetate ppm [mg/L],Micropruina,0.5534634466653073,0.009247754196726549,21,0.7071067811865475,0.18169011381620942,5,0.027617862565557653,0.3718612742378433,False
