parameter,ASV,rho_interp,p_interp,n_interp,rho_meas,p_meas,n_meas,q_interp,q_meas,confirmed
Ax_time [minutes],Sphingosinicella.1,-0.8241337574522956,1.0661754587486712e-19,75,-0.8241337574522956,1.0661754587486712e-19,75,7.293609388257955e-17,5.482239252313249e-17,True
Ax_time [minutes],Micavibrionales.8,-0.8228097102553009,1.3673713583334023e-19,75,-0.8228097102553009,1.3673713583334023e-19,75,9.025850413560396e-17,6.807773019918333e-17,True
Ax_time [minutes],Pseudoxanthomonas.6,-0.8210179398437802,1.9085226701192805e-19,75,-0.8210179398437802,1.9085226701192805e-19,75,1.2170875502243716e-16,9.209649549378668e-17,True
Ax_time [minutes],Desulfitobacteriales.1,-0.8204829668875453,2.1067926027762525e-19,75,-0.8204829668875453,2.1067926027762525e-19,75,1.2195087950685616e-16,9.307275602630975e-17,True
Ax_time [minutes],Flavobacterium.11,-0.8204829668875453,2.1067926027762525e-19,75,-0.8204829668875453,2.1067926027762525e-19,75,1.2195087950685616e-16,9.307275602630975e-17,True
Ax_time [minutes],Flavobacterium.25,-0.820780117059311,1.9943299911155628e-19,75,-0.820780117059311,1.9943299911155628e-19,75,1.2195087950685616e-16,9.307275602630975e-17,True
Ax_time [minutes],Dokdonella.4,-0.8194600310395226,2.542753040689881e-19,75,-0.8194600310395226,2.542753040689881e-19,75,1.4279266142680115e-16,1.0925478338942301e-16,True
Ax_time [minutes],Gemmatimonas.2,-0.8180854439763232,3.267826340846782e-19,75,-0.8180854439763232,3.267826340846782e-19,75,1.781912551802321e-16,1.366648546760002e-16,True
Ax_time [minutes],Bacteria.89,-0.8163442134310074,4.4767837653549435e-19,75,-0.8163442134310074,4.4767837653549435e-19,75,2.3073834133079423e-16,1.777453159292698e-16,True
Ax_time [minutes],Bacteria.90,-0.8163442134310074,4.4767837653549435e-19,75,-0.8163442134310074,4.4767837653549435e-19,75,2.3073834133079423e-16,1.777453159292698e-16,True
Ax_time [minutes],Xanthobacteraceae.4,-0.8158561832396831,4.886783837452214e-19,75,-0.8158561832396831,4.886783837452214e-19,75,2.451536558455194e-16,1.892331627722545e-16,True
Ax_time [minutes],Amaricoccus.2,-0.8143139220237293,6.435084198179118e-19,75,-0.8143139220237293,6.435084198179118e-19,75,3.144416142292069e-16,2.431841577832364e-16,True
Ax_time [minutes],Hydrogenophaga.1,-0.8127578803386521,8.472956004660174e-19,75,-0.8127578803386521,8.472956004660174e-19,75,4.0353793629789754e-16,3.126620447554953e-16,True
Ax_time [minutes],Bdellovibrio.4,-0.8116704870182343,1.0253531512093873e-18,75,-0.8116704870182343,1.0253531512093873e-18,75,4.762828680772e-16,3.696692751819958e-16,True
Ax_time [minutes],Arenimonas.6,-0.8069967606054613,2.2957389084528833e-18,75,-0.8069967606054613,2.2957389084528833e-18,75,1.0406888726571052e-15,8.090802989048668e-16,True
Ax_time [minutes],Thauera.73,-0.8012358257326516,6.019008196907759e-18,75,-0.8012358257326516,6.019008196907759e-18,75,2.664296275395935e-15,2.074639682463833e-15,True
Ax_time [minutes],Bacteria.119,-0.8009988489578013,6.2582168094839674e-18,75,-0.8009988489578013,6.2582168094839674e-18,75,2.688789366637357e-15,2.102853751256419e-15,True
Ax_time [minutes],Leadbetterella.13,-0.8007651253884307,6.503118468146166e-18,75,-0.8007651253884307,6.503118468146166e-18,75,2.688789366637357e-15,2.102853751256419e-15,True
Ax_time [minutes],Thauera.47,-0.8007651253884307,6.503118468146166e-18,75,-0.8007651253884307,6.503118468146166e-18,75,2.688789366637357e-15,2.102853751256419e-15,True
Ax_time [minutes],Chitinophagaceae.19,-0.7992072165841733,8.388484457899757e-18,75,-0.7992072165841733,8.388484457899757e-18,75,3.393728255144929e-15,2.6577091263281192e-15,True
Ax_time [minutes],Sphingopyxis.14,-0.7970546290384546,1.1881308828548059e-17,75,-0.7970546290384546,1.1881308828548059e-17,75,4.705623628148639e-15,3.689793393230084e-15,True
Ax_time [minutes],Emticicia.1,-0.7960913989756578,1.3865249333758353e-17,75,-0.7960913989756578,1.3865249333758353e-17,75,5.37814439363565e-15,4.222304957307422e-15,True
Ax_time [minutes],Ca_Contendobacter.2,-0.7948641690667856,1.6859856541298198e-17,75,-0.7948641690667856,1.6859856541298198e-17,75,6.4075969935994406e-15,5.036440574041516e-15,True
Ax_time [minutes],Holophagaceae.1,-0.7945334901714001,1.7768015956474397e-17,75,-0.7945334901714001,1.7768015956474397e-17,75,6.619025746161873e-15,5.208519518605383e-15,True
Ax_time [minutes],Terrimonas.24,-0.7929755813671426,2.2721047812203202e-17,75,-0.7929755813671426,2.2721047812203202e-17,75,8.299800232370345e-15,6.538242070436382e-15,True
Ax_time [minutes],Defluviicoccus.6,-0.7927222650003727,2.3643193995317205e-17,75,-0.7927222650003727,2.3643193995317205e-17,75,8.472144514988664e-15,6.681012818532608e-15,True
Ax_time [minutes],Proteiniclasticum.1,-0.7916783407338526,2.7839172082690376e-17,75,-0.7916783407338526,2.7839172082690376e-17,75,9.486112300939422e-15,7.515940983409698e-15,True
Ax_time [minutes],Rhodobacteraceae.16,-0.7914176725628849,2.8994097398220155e-17,75,-0.7914176725628849,2.8994097398220155e-17,75,9.486112300939422e-15,7.515940983409698e-15,True
Ax_time [minutes],Micavibrionales.3,-0.7914176725628849,2.8994097398220155e-17,75,-0.7914176725628849,2.8994097398220155e-17,75,9.486112300939422e-15,7.515940983409698e-15,True
Ax_time [minutes],Thauera.81,-0.7914176725628849,2.8994097398220155e-17,75,-0.7914176725628849,2.8994097398220155e-17,75,9.486112300939422e-15,7.515940983409698e-15,True
Ax_time [minutes],Comamonadaceae.35,-0.7914176725628849,2.8994097398220155e-17,75,-0.7914176725628849,2.8994097398220155e-17,75,9.486112300939422e-15,7.515940983409698e-15,True
Ax_time [minutes],Comamonadaceae.27,-0.7910982677189977,3.047239281046447e-17,75,-0.7910982677189977,3.047239281046447e-17,75,9.799348542681416e-15,7.770707909699419e-15,True
Ax_time [minutes],Sphingopyxis.11,-0.7898597637586272,3.6922916128689786e-17,75,-0.7898597637586272,3.6922916128689786e-17,75,1.1294509913349214e-14,8.97770687823631e-15,True
Ax_time [minutes],Sphingopyxis.23,-0.7898597637586272,3.6922916128689786e-17,75,-0.7898597637586272,3.6922916128689786e-17,75,1.1294509913349214e-14,8.97770687823631e-15,True
Ax_time [minutes],Ferruginibacter.7,-0.7898597637586272,3.6922916128689786e-17,75,-0.7898597637586272,3.6922916128689786e-17,75,1.1294509913349214e-14,8.97770687823631e-15,True
Ax_time [minutes],Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium.6,-0.7883018549543696,4.6924602779067536e-17,75,-0.7883018549543696,4.6924602779067536e-17,75,1.3901875429625324e-14,1.1066444291490468e-14,True
Ax_time [minutes],Hydrogenophaga.6,-0.7883018549543696,4.6924602779067536e-17,75,-0.7883018549543696,4.6924602779067536e-17,75,1.3901875429625324e-14,1.1066444291490468e-14,True
Ax_time [minutes],Luteimonas.7,-0.786743946150112,5.951633616429498e-17,75,-0.786743946150112,5.951633616429498e-17,75,1.7358931381252703e-14,1.3828069630587231e-14,True
Ax_time [minutes],Propionivibrio.1,-0.7865532201365565,6.126545202576415e-17,75,-0.7865532201365565,6.126545202576415e-17,75,1.7596279637170813e-14,1.4026658162336636e-14,True
Ax_time [minutes],Ca_Falkowbacteria.7,0.7814564260601721,1.314321161164635e-16,75,0.7814564260601721,1.314321161164635e-16,75,3.7181453901367966e-14,2.965827161229492e-14,True
Ax_time [minutes],Aminobacter.3,-0.7805123109330815,1.510545679955337e-16,75,-0.7805123109330815,1.510545679955337e-16,75,4.209946756171819e-14,3.3602677870552565e-14,True
Ax_time [minutes],Inhella.3,-0.7796130446647636,1.7235309268215594e-16,75,-0.7796130446647636,1.7235309268215594e-16,75,4.733419789902275e-14,3.7804385350129394e-14,True
Ax_time [minutes],Paracoccus.9,-0.7794530741458567,1.764336697337057e-16,75,-0.7794530741458567,1.764336697337057e-16,75,4.7757674990868176e-14,3.8165644723223536e-14,True
Ax_time [minutes],Phycisphaeraceae.28,-0.7792758440963015,1.8106329745600824e-16,75,-0.7792758440963015,1.8106329745600824e-16,75,4.8315649409803626e-14,3.863422712928677e-14,True
Ax_time [minutes],Gracilibacteria.30,0.7790532657095751,1.8704366991676123e-16,75,0.7790532657095751,1.8704366991676123e-16,75,4.921341315117581e-14,3.937457550744384e-14,True
Ax_time [minutes],Bacteria.87,-0.7727227669117931,4.641130306410933e-16,75,-0.7727227669117931,4.641130306410933e-16,75,1.1879083522361316e-13,9.514620469992502e-14,True
Ax_time [minutes],Planctomycetales.1,-0.7727227669117931,4.641130306410933e-16,75,-0.7727227669117931,4.641130306410933e-16,75,1.1879083522361316e-13,9.514620469992502e-14,True
Ax_time [minutes],Arenimonas.3,-0.7711648581075355,5.778475966038399e-16,75,-0.7711648581075355,5.778475966038399e-16,75,1.439835484915197e-13,1.1544438035080281e-13,True
Ax_time [minutes],Comamonadaceae.57,-0.7711648581075355,5.778475966038399e-16,75,-0.7711648581075355,5.778475966038399e-16,75,1.439835484915197e-13,1.1544438035080281e-13,True
Ax_time [minutes],Micropepsaceae.1,-0.7696069493032778,7.182198909580147e-16,75,-0.7696069493032778,7.182198909580147e-16,75,1.7662106795617845e-13,1.416835540867238e-13,True
Ax_time [minutes],Defluviicoccus.5,-0.7683628484043212,8.533929911539573e-16,75,-0.7683628484043212,8.533929911539573e-16,75,2.0715426640108158e-13,1.6625791652506225e-13,True
Ax_time [minutes],Paracoccus.7,-0.7680490404990202,8.911811690410524e-16,75,-0.7680490404990202,8.911811690410524e-16,75,2.108848521079849e-13,1.6941083968570697e-13,True
Ax_time [minutes],Microscillaceae.11,-0.7680490404990202,8.911811690410524e-16,75,-0.7680490404990202,8.911811690410524e-16,75,2.108848521079849e-13,1.6941083968570697e-13,True
Ax_time [minutes],Niabella.2,-0.7627915500416702,1.8234854849734568e-15,75,-0.7627915500416702,1.8234854849734568e-15,75,4.261406296405362e-13,3.4248769893220043e-13,True
Ax_time [minutes],Planctomycetota.13,-0.7623287441981522,1.94039203593763e-15,75,-0.7623287441981522,1.94039203593763e-15,75,4.478972414242535e-13,3.60132169226152e-13,True
Ax_time [minutes],Pseudoxanthomonas.3,-0.7613942486285895,2.1988519466062426e-15,75,-0.7613942486285895,2.1988519466062426e-15,75,5.014048757033933e-13,4.03328597410827e-13,True
Ax_time [minutes],Stappia.1,-0.760259496477732,2.5574556046768545e-15,75,-0.760259496477732,2.5574556046768545e-15,75,5.636110987795481e-13,4.5392594911254027e-13,True
Ax_time [minutes],Kapabacteriales.8,-0.760259496477732,2.5574556046768545e-15,75,-0.760259496477732,2.5574556046768545e-15,75,5.636110987795481e-13,4.5392594911254027e-13,True
Ax_time [minutes],Ca_Competibacter.49,0.7602475117148575,2.561528183157548e-15,75,0.7602475117148575,2.561528183157548e-15,75,5.636110987795481e-13,4.5392594911254027e-13,True
Ax_time [minutes],Desulfobacterium_catecholicum_group.1,-0.759563648857361,2.8045536755504308e-15,75,-0.759563648857361,2.8045536755504308e-15,75,6.046052198047967e-13,4.873197308081011e-13,True
Ax_time [minutes],Leadbetterella.18,0.7595432938680662,2.8121173014176593e-15,75,0.7595432938680662,2.8121173014176593e-15,75,6.046052198047967e-13,4.873197308081011e-13,True
Ax_time [minutes],Ca_Competibacter.26,0.7593485585921774,2.8854784783342713e-15,75,0.7593485585921774,2.8854784783342713e-15,75,6.133679533747285e-13,4.945678576581025e-13,True
Ax_time [minutes],Bryobacter.14,-0.75725025703343,3.8024692412576926e-15,75,-0.75725025703343,3.8024692412576926e-15,75,7.992620402364284e-13,6.446932444393989e-13,True
Ax_time [minutes],Micavibrionales.1,-0.7571436788692167,3.855855828716056e-15,75,-0.7571436788692167,3.855855828716056e-15,75,8.015280417427712e-13,6.467528017299882e-13,True
Ax_time [minutes],Ca_Leptovillus.9,0.7561892509761661,4.367240753346811e-15,75,0.7561892509761661,4.367240753346811e-15,75,8.979094718288184e-13,7.247771083041063e-13,True
Ax_time [minutes],Rhodobacteraceae.23,-0.7558826046364487,4.544979377556921e-15,75,-0.7558826046364487,4.544979377556921e-15,75,9.24350535570698e-13,7.463760374683264e-13,True
Ax_time [minutes],Pseudoxanthomonas.21,-0.755585770064959,4.723654583117961e-15,75,-0.755585770064959,4.723654583117961e-15,75,9.504144582342958e-13,7.676795318864144e-13,True
Ax_time [minutes],Fimbriiglobus.2,-0.7547703144077385,5.250016476516083e-15,75,-0.7547703144077385,5.250016476516083e-15,75,1.03419827187915e-12,8.358985624487486e-13,True
Ax_time [minutes],Flavobacteriales.7,0.7548364973966022,5.205272476485853e-15,75,0.7548364973966022,5.205272476485853e-15,75,1.03419827187915e-12,8.358985624487486e-13,True
Ax_time [minutes],Bdellovibrio.18,-0.7543078492101228,5.573172736816395e-15,75,-0.7543078492101228,5.573172736816395e-15,75,1.086479918252419e-12,8.784328445376032e-13,True
Ax_time [minutes],Verrucomicrobiaceae.6,-0.7540278612607014,5.778040275096558e-15,75,-0.7540278612607014,5.778040275096558e-15,75,1.1148654633359384e-12,9.016617476053665e-13,True
Ax_time [minutes],Bacteria.166,-0.75333433293086,6.317207718801566e-15,75,-0.75333433293086,6.317207718801566e-15,75,1.2065225402025833e-12,9.760863906794578e-13,True
Ax_time [minutes],Arenimonas.5,-0.7524699524564437,7.057261346572245e-15,75,-0.7524699524564437,7.057261346572245e-15,75,1.3343188852501544e-12,1.0797954116906588e-12,True
Ax_time [minutes],Rhizobiales.10,-0.7519457160706339,7.546039646051342e-15,75,-0.7519457160706339,7.546039646051342e-15,75,1.412536028272049e-12,1.1434255050147168e-12,True
Ax_time [minutes],Rhodobacteraceae.33,-0.7510310568678061,8.477914040833617e-15,75,-0.7510310568678061,8.477914040833617e-15,75,1.5713375161889893e-12,1.2723361330372594e-12,True
Ax_time [minutes],Gammaproteobacteria.24,-0.7509120436521861,8.607023791883349e-15,75,-0.7509120436521861,8.607023791883349e-15,75,1.5797037569249317e-12,1.2794687595081193e-12,True
Ax_time [minutes],Azonexus.13,-0.7493541348479283,1.0481870435037342e-14,75,-0.7493541348479283,1.0481870435037342e-14,75,1.9052192034699514e-12,1.5435415402130577e-12,True
Ax_time [minutes],Singulisphaera.10,-0.7480088275048191,1.2412040820167334e-14,75,-0.7480088275048191,1.2412040820167334e-14,75,2.2344642864057227e-12,1.8107724296063656e-12,True
Ax_time [minutes],Oikopleura.4,-0.7477962260436708,1.2746801421435947e-14,75,-0.7477962260436708,1.2746801421435947e-14,75,2.2729782155522634e-12,1.84247084509106e-12,True
Ax_time [minutes],Pajaroellobacter.3,-0.7474001683848958,1.3393751204895226e-14,75,-0.7474001683848958,1.3393751204895226e-14,75,2.3659149722262106e-12,1.9183031976837612e-12,True
Ax_time [minutes],Shinella.2,-0.7462383172394131,1.5479175663205793e-14,75,-0.7462383172394131,1.5479175663205793e-14,75,2.7088557410610135e-12,2.196922279873814e-12,True
Ax_time [minutes],Rhodobacteraceae.1,0.7451813845917676,1.7645106005049395e-14,75,0.7451813845917676,1.7645106005049395e-14,75,3.059433702488403e-12,2.4818672419478893e-12,True
Ax_time [minutes],Planctomicrobium.2,-0.7448593166521672,1.836116822687653e-14,75,-0.7448593166521672,1.836116822687653e-14,75,3.1545157741380343e-12,2.559628456018708e-12,True
Ax_time [minutes],Niveibacterium.1,-0.743996189227455,2.042079351630006e-14,75,-0.743996189227455,2.042079351630006e-14,75,3.4766169957049314e-12,2.821667882961532e-12,True
N_Ax-2 [mg/L],Burkholderiales.6,0.8451836800455941,2.2170542673241777e-14,49,0.805894848645778,2.2774885266011859e-07,28,3.7430958923203495e-12,1.0205100732196111e-05,True
Ax_time [minutes],Xanthomonadaceae.3,-0.7432845612258413,2.228447787055837e-14,75,-0.7432845612258413,2.228447787055837e-14,75,3.7430958923203495e-12,3.0522922833534218e-12,True
Ax_time [minutes],Aminobacter.6,-0.7402001297757043,3.24322353934053e-14,75,-0.7402001297757043,3.24322353934053e-14,75,5.399393171136613e-12,4.403764049132253e-12,True
Ax_time [minutes],Ca_Alysiosphaera.3,-0.7400066820223825,3.3198752943838976e-14,75,-0.7400066820223825,3.3198752943838976e-14,75,5.478522278561147e-12,4.4691505786972244e-12,True
Ax_time [minutes],Flavitalea.4,-0.7397666026330633,3.417430561587033e-14,75,-0.7397666026330633,3.417430561587033e-14,75,5.590470646944005e-12,4.561324552967612e-12,True
Ax_time [minutes],Paracoccus.16,-0.7394130504847809,3.566132798699681e-14,75,-0.7394130504847809,3.566132798699681e-14,75,5.7340062628664745e-12,4.680138969205615e-12,True
Ax_time [minutes],Runella.3,-0.7394130504847809,3.566132798699681e-14,75,-0.7394130504847809,3.566132798699681e-14,75,5.7340062628664745e-12,4.680138969205615e-12,True
Ax_time [minutes],Haliangium.5,-0.7374077268565723,4.5347701885950574e-14,75,-0.7374077268565723,4.5347701885950574e-14,75,7.2296918790630945e-12,5.90197517574575e-12,True
Ax_time [minutes],Zoogloea.11,-0.7372362606421703,4.6284384667547426e-14,75,-0.7372362606421703,4.6284384667547426e-14,75,7.317016693766689e-12,5.974304565770751e-12,True
Ax_time [minutes],Undibacterium.2,-0.7369855395205375,4.768759872161631e-14,75,-0.7369855395205375,4.768759872161631e-14,75,7.476024591253391e-12,6.105180495927417e-12,True
Ax_time [minutes],Thauera.34,-0.7331924401235815,7.462136348065459e-14,75,-0.7331924401235815,7.462136348065459e-14,75,1.1601771904791857e-11,9.476006829693166e-12,True
Ax_time [minutes],Pseudofulvimonas.3,-0.7322612732415597,8.319498765837238e-14,75,-0.7322612732415597,8.319498765837238e-14,75,1.2828735289533858e-11,1.0479895513624529e-11,True
Ax_time [minutes],Lacibacterium_aquatile.5,-0.7314100145730389,9.185577820389992e-14,75,-0.7314100145730389,9.185577820389992e-14,75,1.4049079898055831e-11,1.1478678642006077e-11,True
Ax_time [minutes],Desulfobacterota.4,-0.7305896873764445,1.010181003555921e-13,75,-0.7305896873764445,1.010181003555921e-13,75,1.5325830749512712e-11,1.2523848757918979e-11,True
Ax_time [minutes],Pseudoxanthomonas.23,-0.7293210326186177,1.169402905603421e-13,75,-0.7293210326186177,1.169402905603421e-13,75,1.7599513729331485e-11,1.4384114328296824e-11,True
Ax_time [minutes],Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium.5,-0.7282953695194286,1.3155098635668828e-13,75,-0.7282953695194286,1.3155098635668828e-13,75,1.9641293101866652e-11,1.60553627940229e-11,True
Ax_time [minutes],Pseudoxanthomonas.2,0.7264286722257625,1.6276432810953146e-13,75,0.7264286722257625,1.6276432810953146e-13,75,2.4110267106776067e-11,1.9711451411133457e-11,True
Ax_time [minutes],Verrucomicrobiales.2,-0.7259855027840638,1.7115913193171305e-13,75,-0.7259855027840638,1.7115913193171305e-13,75,2.4768701303579623e-11,2.0258782385547592e-11,True
Ax_time [minutes],Ignavibacteriales.11,-0.7259855027840638,1.7115913193171305e-13,75,-0.7259855027840638,1.7115913193171305e-13,75,2.4768701303579623e-11,2.0258782385547592e-11,True
Ax_time [minutes],Flavobacterium.4,-0.7260471608228085,1.6996672445986091e-13,75,-0.7260471608228085,1.6996672445986091e-13,75,2.4768701303579623e-11,2.0258782385547592e-11,True
Ax_time [minutes],Rhizobiales.21,-0.722907410022854,2.4206764059413234e-13,75,-0.722907410022854,2.4206764059413234e-13,75,3.476257624944362e-11,2.843705473736163e-11,True
Ax_time [minutes],Rhodobacteraceae.30,0.722370411487071,2.5703542323801353e-13,75,0.722370411487071,2.5703542323801353e-13,75,3.6632415906554006e-11,2.9970903662764054e-11,True
Ax_time [minutes],Sphingobacteriales.19,-0.7207537836786188,3.0765916343750214e-13,75,-0.7207537836786188,3.0765916343750214e-13,75,4.35175790388572e-11,3.5608993802142774e-11,True
Ax_time [minutes],Arenimonas.7,-0.7197538675670332,3.436288034227428e-13,75,-0.7197538675670332,3.436288034227428e-13,75,4.8242663167092156e-11,3.948080970021154e-11,True
Ax_time [minutes],Flexifilaceae.42,0.7169593971688158,4.668747022662734e-13,75,0.7169593971688158,4.668747022662734e-13,75,6.505985434358716e-11,5.325087967739612e-11,True
Ax_time [minutes],Xanthobacteraceae.7,-0.7168113749099269,4.744678687668244e-13,75,-0.7168113749099269,4.744678687668244e-13,75,6.563181456746973e-11,5.3726206396174056e-11,True
Ax_time [minutes],Desulfovibrio.24,-0.7163803348106481,4.972609632236659e-13,75,-0.7163803348106481,4.972609632236659e-13,75,6.813047931142174e-11,5.5786207255685977e-11,True
Ax_time [minutes],alphaI_cluster.1,0.7163339705530414,4.997744130219907e-13,75,0.7163339705530414,4.997744130219907e-13,75,6.813047931142174e-11,5.5786207255685977e-11,True
Ax_time [minutes],Ignavibacteria.5,0.7153741292080968,5.54635160999216e-13,75,0.7153741292080968,5.54635160999216e-13,75,7.506528033307734e-11,6.147239031767283e-11,True
Ax_time [minutes],Kapabacteriales.3,-0.7152184607434603,5.64060889927226e-13,75,-0.7152184607434603,5.64060889927226e-13,75,7.5795682083971e-11,6.207836446827146e-11,True
Ax_time [minutes],Tundrisphaera.1,-0.7150801411542601,5.72565096895832e-13,75,-0.7150801411542601,5.72565096895832e-13,75,7.639277223654494e-11,6.257518058966784e-11,True
Ax_time [minutes],Chelatococcus_asaccharovorans.1,-0.7149135978443325,5.829680528442774e-13,75,-0.7149135978443325,5.829680528442774e-13,75,7.723300347980963e-11,6.327119704329965e-11,True
Ax_time [minutes],Anaerolineae.19,0.7129011364301244,7.239390100129835e-13,75,0.7129011364301244,7.239390100129835e-13,75,9.523847990118357e-11,7.803117178029979e-11,True
Ax_time [minutes],Flavitalea.5,-0.7106489939065544,9.204830852194446e-13,75,-0.7106489939065544,9.204830852194446e-13,75,1.2025408361590835e-10,9.853881382591501e-11,True
Ax_time [minutes],Flexifilaceae.61,0.7088428756914331,1.1141896725979617e-12,75,0.7088428756914331,1.1141896725979617e-12,75,1.4258974976700103e-10,1.1688185040370458e-10,True
Ax_time [minutes],Aquimonas.1,-0.7088587922002858,1.1123230280677277e-12,75,-0.7088587922002858,1.1123230280677277e-12,75,1.4258974976700103e-10,1.1688185040370458e-10,True
Ax_time [minutes],Ca_Accumulibacter.23,0.7088428756914331,1.1141896725979617e-12,75,0.7088428756914331,1.1141896725979617e-12,75,1.4258974976700103e-10,1.1688185040370458e-10,True
Ax_time [minutes],Sericytochromatia.1,-0.7072905971329719,1.3114306349565906e-12,75,-0.7072905971329719,1.3114306349565906e-12,75,1.6557911959812655e-10,1.3575687556451622e-10,True
Ax_time [minutes],Holophagae.5,-0.7072905971329719,1.3114306349565906e-12,75,-0.7072905971329719,1.3114306349565906e-12,75,1.6557911959812655e-10,1.3575687556451622e-10,True
Ax_time [minutes],Sulfuritalea.4,-0.7070651864203449,1.3427224979359216e-12,75,-0.7070651864203449,1.3427224979359216e-12,75,1.6839977994946351e-10,1.3808470121396104e-10,True
Ax_time [minutes],Sumerlaeaceae.1,-0.706520847107156,1.4212720995152993e-12,75,-0.706520847107156,1.4212720995152993e-12,75,1.7707073756378518e-10,1.4521049079282369e-10,True
